crop,area_ha,rainfall,temp_mean,humidity,soil_ph,nitrogen,phosphorus,potassium,ndvi_mean,ndwi_mean,ndmi_mean,yield_prediction,disease_probability,historical_loss,risk_score
maize,6.961,380.79,28.69,59.13,6.14,199.47,36.38,130.93,0.6778,-0.1352,0.2947,6.364,0.1628,0.1467,33.31
maize,1.048,580.28,31.61,70.39,7.08,305.66,31.2,166.69,0.7915,-0.349,0.1658,5.359,0.2159,0.2527,47.87
rice,2.561,321.11,23.96,71.32,7.74,212.89,30.81,223.48,0.6557,-0.1121,0.2473,5.328,0.1286,0.1005,26.31
wheat,2.848,444.26,25.51,68.78,7.64,192.35,20.39,161.04,0.6389,-0.095,0.1769,5.278,0.1162,0.1659,42.21
chickpea,9.056,898.16,25.15,53.88,6.8,215.55,7.0,281.46,0.7768,-0.0284,0.3983,3.021,0.0881,0.0781,18.01
soybean,1.073,581.5,21.33,54.31,6.83,224.35,6.15,180.35,0.6432,0.2637,0.571,4.341,0.1408,0.0444,29.7
rice,4.576,741.6,28.14,67.92,6.88,245.59,18.72,116.85,0.6612,-0.1229,0.3029,5.585,0.1201,0.0366,33.46
chickpea,5.247,539.63,24.27,86.12,5.68,306.4,16.99,121.4,0.5548,-0.0638,0.2367,2.805,0.1695,0.1486,57.64
soybean,8.995,692.03,35.48,76.2,6.4,244.09,10.25,252.21,0.5825,-0.3444,0.1357,2.668,0.3694,0.3598,83.77
cotton,4.632,802.17,30.54,81.73,6.82,249.17,19.59,245.56,0.7119,-0.2927,0.1591,3.038,0.3609,0.2572,39.94
soybean,4.199,876.02,27.62,68.27,6.96,344.05,28.89,124.55,0.6242,-0.2515,0.1499,3.368,0.2125,0.1364,37.45
rice,4.735,1160.91,29.05,66.14,5.72,312.58,20.31,163.11,0.6621,-0.128,0.2503,5.584,0.2501,0.2221,46.44
cotton,9.539,440.73,27.31,31.77,6.2,303.5,15.59,248.01,0.8586,-0.3177,0.1322,2.267,0.0218,0.1247,22.94
chickpea,4.217,813.1,27.19,80.26,6.61,243.03,26.0,222.8,0.619,-0.2005,0.2146,3.068,0.1247,0.0103,24.4
chickpea,9.721,926.07,29.77,63.63,5.65,363.76,7.51,142.9,0.674,-0.1403,0.1949,2.83,0.1615,0.1762,54.8
maize,8.816,452.75,32.05,92.74,4.8,356.51,21.69,107.21,0.7754,-0.1704,0.2377,5.713,0.2568,0.1222,50.81
wheat,5.869,834.21,29.75,55.86,5.88,130.52,18.32,227.22,0.5273,-0.176,0.193,4.29,0.1543,0.0501,45.82
maize,0.596,533.92,29.9,68.74,6.43,407.53,7.79,242.24,0.7947,-0.0697,0.2012,5.918,0.1284,0.331,34.86
cotton,4.34,533.17,28.18,33.24,6.19,152.23,45.93,188.78,0.6985,-0.2851,0.1893,2.693,0.0369,0.1889,22.14
cotton,5.731,761.85,29.42,65.46,6.67,263.43,15.66,198.96,0.6655,-0.1732,0.2637,2.474,0.0697,0.0503,24.27
soybean,8.499,418.35,30.16,57.04,7.37,249.36,28.52,199.3,0.7263,-0.2943,0.1037,3.516,0.177,0.1325,36.82
cotton,2.618,960.16,26.42,80.38,6.48,207.97,35.66,120.85,0.6869,-0.1858,0.3269,2.436,0.1039,0.0562,29.5
cotton,5.834,630.01,26.66,56.95,5.94,290.88,9.5,101.69,0.7129,0.0314,0.3173,2.749,0.1092,0.0062,25.11
chickpea,7.086,434.18,28.77,57.21,6.06,184.84,41.51,260.62,0.716,-0.2312,0.1965,2.953,0.0779,0.0799,25.18
maize,6.94,304.1,22.63,74.56,7.28,142.56,22.63,59.5,0.8104,0.0313,0.3165,5.607,0.0781,0.1406,34.0
chickpea,6.563,316.96,22.65,87.06,6.45,150.5,29.83,243.31,0.6245,0.1353,0.4009,3.0,0.3387,0.2135,45.39
soybean,4.017,318.3,27.65,69.54,7.01,197.4,26.73,231.02,0.8469,0.1154,0.3422,4.161,0.2301,0.1979,29.41
soybean,1.878,615.09,26.31,74.2,6.07,225.37,25.86,153.01,0.7548,-0.0221,0.2462,4.15,0.3257,0.2384,36.04
chickpea,5.802,446.7,20.13,66.97,6.43,172.61,13.82,295.33,0.828,0.1111,0.3299,3.046,0.0372,0.2262,24.0
rice,8.192,516.16,29.23,78.59,6.61,343.99,36.92,339.65,0.7334,-0.246,0.1504,5.765,0.1578,0.1753,30.8
soybean,2.807,308.29,27.91,70.67,6.12,235.02,24.48,227.28,0.7094,-0.1928,0.2305,3.962,0.1078,0.1352,20.43
cotton,6.361,150.0,33.9,81.85,6.77,218.08,34.08,267.79,0.538,-0.2965,0.0385,1.382,0.542,0.2032,75.39
wheat,7.709,680.59,28.05,71.49,7.12,170.63,32.61,207.28,0.5586,-0.1595,0.2441,5.353,0.1904,0.1607,38.31
cotton,8.388,689.31,31.25,98.0,6.9,190.01,15.47,210.78,0.5052,-0.2342,0.139,1.862,0.6137,0.3297,79.66
cotton,9.087,791.65,30.12,59.7,6.24,122.11,19.68,188.27,0.5718,-0.2496,0.2374,2.891,0.1062,0.1905,43.6
maize,6.748,502.85,21.71,71.54,6.54,297.51,5.0,188.02,0.6635,-0.0469,0.3018,6.151,0.0672,0.1538,30.73
soybean,8.05,490.02,28.86,71.42,7.96,192.44,24.63,139.93,0.7627,-0.2213,0.4086,3.768,0.1633,0.4086,61.37
maize,7.371,640.53,34.07,66.59,5.94,248.29,28.9,194.44,0.5704,-0.2981,0.1174,5.229,0.2404,0.1883,67.11
rice,6.777,716.42,35.86,69.97,7.64,214.63,32.51,84.49,0.4567,-0.3224,0.0016,3.995,0.5333,0.2716,93.73
rice,5.055,732.87,31.38,56.69,6.1,225.82,23.25,133.37,0.5749,-0.3815,0.2875,5.125,0.1401,0.2977,72.3
wheat,3.096,688.08,22.26,46.69,6.69,232.74,23.27,219.58,0.7189,-0.0045,0.3837,5.232,0.0706,0.2931,20.88
cotton,9.73,210.3,22.7,66.46,6.2,228.6,11.56,196.82,0.6564,0.0079,0.3685,2.728,0.0606,0.2435,40.57
cotton,3.98,986.52,25.27,65.02,6.6,321.61,31.8,132.82,0.6907,-0.1392,0.2762,2.439,0.1663,0.2648,39.05
soybean,7.53,707.44,32.16,64.27,5.96,121.82,23.66,122.88,0.6175,-0.3928,0.1079,3.237,0.2675,0.1746,60.47
cotton,4.517,808.01,24.75,67.6,6.32,238.67,29.41,189.39,0.6872,0.0657,0.3104,2.946,0.1452,0.153,33.34
cotton,0.933,848.5,32.4,67.96,6.01,209.98,24.86,286.34,0.7532,-0.2379,0.1704,2.387,0.1602,0.1484,37.07
soybean,2.737,369.0,29.31,69.87,7.24,260.31,32.38,124.09,0.6448,-0.0957,0.1785,3.458,0.2467,0.1083,37.85
chickpea,1.532,327.72,22.82,74.99,7.5,220.92,32.36,132.57,0.8497,-0.1082,0.2662,2.784,0.1906,0.1164,29.24
cotton,7.955,555.71,30.67,70.92,5.26,353.48,36.38,205.63,0.7937,-0.1432,0.1915,1.923,0.1661,0.2631,58.86
soybean,8.526,462.24,21.76,70.9,6.43,438.29,9.02,91.92,0.6516,0.1101,0.2646,3.696,0.1602,0.2479,39.28
maize,0.61,1217.36,27.57,59.65,7.07,215.27,7.72,156.22,0.6481,-0.074,0.3558,6.171,0.2028,0.1888,28.03
soybean,2.45,735.37,25.25,72.16,6.89,201.98,25.5,188.94,0.724,0.0392,0.3317,3.425,0.2404,0.1904,30.97
cotton,7.686,512.65,25.9,61.98,6.29,238.02,31.23,164.4,0.5262,0.0188,0.1478,2.706,0.0803,0.1274,43.75
maize,5.322,767.43,32.22,98.0,6.81,362.51,12.39,167.39,0.7166,-0.2461,0.1458,5.94,0.4704,0.4763,65.06
chickpea,8.944,866.06,25.34,61.82,4.98,76.86,18.76,164.12,0.5557,-0.0388,0.2017,2.59,0.1673,0.1496,60.06
rice,6.832,392.97,35.38,61.38,7.03,108.77,18.07,131.5,0.5824,-0.3752,0.1287,3.51,0.4181,0.4595,88.05
rice,9.635,582.27,29.54,76.35,6.53,123.6,21.24,205.89,0.5246,-0.1126,0.2307,4.943,0.2787,0.2987,69.06
soybean,3.87,907.23,23.76,80.39,5.82,437.39,10.84,50.0,0.7945,-0.1205,0.3346,4.203,0.2183,0.1719,33.29
chickpea,4.223,329.84,36.05,46.75,7.33,346.19,28.89,247.63,0.7186,-0.3991,0.2755,2.26,0.1206,0.2699,45.45
maize,9.744,1007.95,29.67,51.88,6.66,139.89,18.05,269.54,0.7314,-0.2562,0.2294,6.415,0.0865,0.1297,21.68
maize,2.068,681.39,30.07,74.22,6.48,205.53,11.72,215.23,0.6517,-0.1158,0.1257,6.635,0.1908,0.0,26.57
cotton,7.091,611.31,34.38,80.24,7.7,250.31,29.61,95.36,0.6764,-0.4066,0.0121,1.815,0.4308,0.2635,76.79
soybean,6.335,150.0,24.51,63.88,6.68,138.12,28.4,143.58,0.7081,0.1092,0.3521,3.698,0.1236,0.1765,29.11
chickpea,1.548,455.85,19.9,97.28,7.06,219.42,16.89,167.81,0.8945,0.282,0.5058,3.234,0.1272,0.0603,26.19
chickpea,8.31,150.0,19.93,70.69,5.8,418.8,17.58,123.28,0.7811,0.1092,0.306,2.58,0.0752,0.1816,27.7
wheat,5.01,631.4,31.95,76.7,6.06,218.43,34.29,101.02,0.6541,-0.0722,0.4371,4.862,0.2905,0.2854,65.11
cotton,6.449,394.97,26.64,64.51,5.76,136.54,28.69,280.01,0.7668,-0.0438,0.2397,2.395,0.1368,0.0857,26.47
maize,5.181,565.79,26.04,60.71,7.42,204.54,30.46,98.77,0.6649,-0.0403,0.1917,6.465,0.0844,0.1498,30.2
soybean,3.088,333.35,25.38,88.35,7.01,233.32,24.31,250.68,0.7664,-0.0369,0.1897,4.054,0.2919,0.1405,25.95
rice,8.543,725.67,28.06,51.14,5.81,210.91,23.42,193.5,0.7741,-0.1552,0.1353,5.866,0.0497,0.1898,33.72
wheat,7.363,970.55,21.59,84.77,7.63,239.46,29.22,211.78,0.8078,0.1963,0.2096,4.831,0.1247,0.2107,21.3
wheat,4.799,739.4,25.33,59.16,6.26,212.8,20.74,122.79,0.5948,-0.087,0.0744,5.022,0.0886,0.074,38.36
chickpea,3.535,1125.5,20.66,66.84,7.78,318.92,26.31,163.98,0.7838,0.1214,0.3876,2.57,0.0931,0.0239,22.65
wheat,7.718,735.22,22.21,57.48,5.73,299.49,13.46,288.01,0.7559,0.0731,0.1973,5.018,0.078,0.1206,24.21
soybean,7.223,462.49,32.82,37.0,5.43,406.65,24.82,167.74,0.7887,-0.1247,0.2589,3.093,0.1402,0.2864,60.71
soybean,5.388,888.15,29.97,73.89,6.59,234.73,49.11,147.89,0.7736,-0.1257,0.1792,3.595,0.183,0.2136,29.13
cotton,4.276,662.02,31.03,57.95,6.56,316.06,30.34,220.27,0.7824,-0.2083,0.317,2.248,0.1143,0.1585,27.18
maize,6.489,857.99,31.97,72.99,7.25,206.43,5.0,230.58,0.7474,0.0893,0.4237,5.278,0.419,0.2186,67.82
rice,3.052,431.55,34.47,81.73,7.82,136.23,17.97,147.46,0.6776,-0.2382,0.1854,3.986,0.4173,0.2705,84.22
rice,1.014,522.92,31.45,57.35,7.23,60.0,43.56,107.18,0.6409,-0.0985,0.1706,5.508,0.0778,0.177,35.61
rice,1.649,246.32,25.97,77.17,6.65,159.52,22.46,148.65,0.7286,-0.0719,0.2157,5.921,0.2638,0.1214,29.1
cotton,6.239,651.26,30.86,70.3,6.11,276.65,16.36,171.64,0.6824,-0.2254,0.2806,2.098,0.1827,0.1902,40.59
wheat,1.916,481.53,22.33,68.37,7.63,157.94,17.82,177.55,0.6327,-0.0179,0.2257,4.913,0.0438,0.1792,37.62
maize,5.347,882.45,21.45,88.17,5.97,231.71,23.53,167.5,0.727,-0.0298,0.2804,6.363,0.2308,0.1297,35.7
maize,9.834,718.5,23.69,39.66,6.6,347.76,21.62,159.28,0.7804,-0.1767,0.1862,6.594,0.0698,0.0802,17.32
maize,7.951,430.78,29.2,86.13,6.53,231.53,19.96,99.93,0.6611,-0.2055,0.2551,6.074,0.1988,0.1213,35.27
maize,9.671,892.12,25.53,65.33,6.99,145.09,33.22,166.62,0.7484,-0.1083,0.2325,6.1,0.1591,0.2287,20.59
soybean,5.799,646.6,24.08,63.43,6.08,280.23,24.07,208.38,0.7436,-0.0245,0.3051,4.022,0.1384,0.1464,25.29
cotton,1.245,571.08,24.14,71.99,7.44,341.52,27.61,294.69,0.9439,-0.0469,0.2707,2.674,0.0651,0.3114,28.43
cotton,6.83,927.45,32.74,52.39,7.18,282.54,39.87,177.24,0.7739,-0.2984,0.129,1.904,0.049,0.1872,37.74
wheat,7.604,631.38,32.05,83.68,7.88,192.13,11.5,268.8,0.6407,-0.1855,0.1943,4.78,0.2033,0.3166,56.25
wheat,3.05,451.99,31.94,64.99,6.11,227.97,14.9,148.84,0.7762,-0.1298,0.2095,4.288,0.1411,0.2276,54.99
rice,4.81,621.17,24.07,84.87,7.23,199.63,18.81,120.0,0.6559,-0.0049,0.2599,5.538,0.1235,0.2337,39.83
rice,4.092,426.2,33.48,67.86,8.2,226.13,29.39,224.4,0.7261,-0.3594,0.0714,4.599,0.2693,0.2794,64.46
chickpea,4.693,1033.53,26.28,58.24,7.22,166.44,19.73,113.63,0.7253,-0.1368,0.2884,2.781,0.0807,0.1659,39.69
soybean,5.745,769.68,22.95,50.73,6.58,195.69,23.42,137.62,0.806,-0.0394,0.2123,3.928,0.0669,0.0399,23.44
cotton,7.173,870.75,32.7,57.45,6.49,268.15,38.25,170.14,0.6212,-0.2324,0.1755,2.177,0.1717,0.0979,34.56
wheat,5.198,884.57,24.34,51.56,5.87,328.83,12.55,130.2,0.5804,0.0612,0.2994,5.137,0.0399,0.0367,39.28
chickpea,7.79,900.84,23.12,59.84,6.86,335.23,21.05,196.47,0.6834,-0.0676,0.3669,3.247,0.1239,0.1161,27.23
soybean,7.012,771.58,23.08,73.14,6.84,188.95,24.36,116.18,0.6367,0.0522,0.2275,3.904,0.1022,0.1603,33.69
cotton,3.27,834.89,22.82,50.11,5.85,254.45,36.37,239.68,0.6208,0.0857,0.2265,2.685,0.1029,0.1318,36.98
soybean,9.169,570.48,28.63,53.02,6.85,200.62,18.79,202.99,0.6742,-0.251,0.1209,3.777,0.0662,0.1811,35.79
maize,3.903,670.64,30.79,54.73,6.64,148.99,27.12,180.65,0.4917,-0.3378,0.1192,5.846,0.1078,0.0,48.8
soybean,8.708,670.2,28.67,42.71,6.25,222.83,29.63,186.54,0.6548,-0.2835,0.1333,3.542,0.0369,0.0799,24.42
rice,7.268,392.95,21.44,63.91,7.31,362.82,25.71,248.11,0.8326,0.1565,0.4193,6.146,0.079,0.2432,19.49
chickpea,5.966,682.3,22.04,54.87,6.85,197.11,28.55,184.22,0.685,-0.1861,0.2871,2.779,0.0413,0.034,16.8
soybean,2.992,479.46,32.96,80.17,6.65,184.61,8.53,193.05,0.6942,-0.2321,0.173,3.453,0.4516,0.2966,61.74
rice,7.74,740.71,32.14,40.53,6.52,316.71,21.98,206.47,0.6922,-0.3454,0.1436,4.754,0.0793,0.2879,46.11
chickpea,2.446,660.36,29.16,62.87,6.85,367.96,35.21,236.74,0.8045,-0.1728,0.0824,3.146,0.2033,0.3422,35.88
cotton,1.138,863.01,28.8,67.52,6.51,336.22,23.22,202.75,0.7614,-0.2339,0.0578,3.071,0.1394,0.2696,20.68
wheat,6.544,641.38,35.39,59.7,6.62,352.22,27.06,176.49,0.6381,-0.446,-0.0213,4.052,0.1548,0.1516,64.74
wheat,5.324,1033.52,34.1,56.88,6.64,284.06,35.25,190.91,0.7734,-0.1504,0.2618,3.527,0.1683,0.3503,49.14
cotton,6.193,487.66,30.49,69.97,6.71,297.5,34.12,270.81,0.7908,-0.1821,0.2175,2.979,0.1516,0.1781,26.89
maize,5.23,325.73,23.4,77.87,7.9,348.8,14.25,191.56,0.6352,0.134,0.374,5.66,0.2531,0.2581,46.86
chickpea,3.073,790.89,26.61,78.87,6.33,279.93,33.59,165.58,0.7279,-0.1738,0.3203,3.035,0.2769,0.0755,31.06
soybean,1.322,969.42,22.47,49.83,6.24,173.0,18.66,138.64,0.6248,-0.0543,0.312,3.617,0.0525,0.2535,38.55
chickpea,3.302,1092.1,27.58,86.97,6.43,344.83,16.72,206.68,0.8251,-0.0404,0.2355,3.087,0.3146,0.1585,35.19
cotton,2.119,267.84,24.22,47.68,6.28,333.69,33.28,197.32,0.6999,-0.0126,0.3297,2.468,0.0644,0.0947,17.89
chickpea,2.985,401.62,23.23,69.39,7.65,166.76,37.93,193.47,0.7322,0.0393,0.4049,2.88,0.1538,0.1238,28.55
chickpea,4.485,700.22,33.36,66.17,6.1,267.53,38.09,191.4,0.7483,-0.2777,0.2021,1.623,0.2606,0.3436,69.28
chickpea,3.589,513.36,29.62,64.94,6.64,160.12,15.11,255.52,0.6859,-0.1806,0.2345,2.452,0.2145,0.0385,42.12
cotton,5.904,466.3,25.49,61.16,6.56,228.92,22.08,188.1,0.6054,-0.1223,0.2137,2.611,0.1063,0.0,22.83
wheat,5.453,682.2,35.44,73.63,6.88,315.01,44.62,179.29,0.6597,-0.363,0.1468,3.624,0.3359,0.2373,57.32
wheat,0.786,629.24,27.05,78.48,6.41,170.12,13.96,257.87,0.5711,-0.0848,0.1924,5.011,0.1309,0.1214,40.86
chickpea,8.74,348.49,41.03,51.82,6.78,197.3,17.06,191.48,0.7369,-0.5811,-0.0145,1.815,0.3142,0.2445,78.69
cotton,3.33,353.94,27.12,65.07,6.23,173.22,24.06,166.14,0.6332,-0.1736,0.2999,2.445,0.1415,0.0,35.76
maize,4.666,943.48,26.56,54.79,5.79,323.09,22.46,162.71,0.6731,-0.0523,0.2795,5.825,0.1513,0.0998,34.68
soybean,8.959,663.67,34.48,91.16,6.57,178.54,16.29,283.3,0.5354,-0.3158,0.149,2.982,0.8518,0.2995,92.61
maize,9.102,545.14,34.62,70.15,7.46,241.48,15.76,235.99,0.5532,-0.2171,0.2136,4.669,0.3969,0.351,81.4
soybean,6.925,301.61,26.48,43.95,8.19,277.34,21.44,146.07,0.6062,0.0817,0.3647,3.826,0.147,0.2394,60.05
cotton,3.584,571.54,33.12,37.33,6.69,227.44,14.37,98.06,0.5433,-0.5407,0.1104,1.748,0.0541,0.2764,70.67
chickpea,5.366,617.81,30.15,74.14,7.38,234.23,33.84,128.08,0.7715,-0.3447,0.2127,2.958,0.186,0.2934,41.72
wheat,5.646,512.56,31.01,98.0,7.64,219.85,5.0,221.19,0.6477,-0.1507,0.2363,3.855,0.3494,0.2635,82.54
soybean,4.677,685.47,17.57,78.89,5.71,174.01,7.49,199.31,0.6857,0.2364,0.3631,3.824,0.0841,0.1024,43.4
soybean,4.396,556.67,24.84,70.42,6.59,227.84,25.69,146.89,0.5821,-0.138,0.255,3.785,0.1723,0.1515,41.92
cotton,0.63,591.68,26.92,69.88,6.59,321.65,7.55,250.05,0.6897,-0.1201,0.2743,2.93,0.0965,0.1898,26.88
soybean,4.554,383.28,25.92,68.81,7.26,315.59,23.08,163.57,0.6037,-0.1324,0.1669,3.637,0.1194,0.2014,36.94
rice,0.833,384.03,33.42,31.14,7.32,132.96,12.09,265.01,0.6395,-0.2251,0.0513,3.86,0.042,0.1798,61.12
chickpea,2.928,709.51,28.95,74.22,5.86,261.2,12.69,124.36,0.7075,-0.1922,0.2526,2.929,0.2468,0.1271,44.17
cotton,7.998,477.47,23.79,78.89,6.56,178.13,21.63,151.68,0.7046,0.0048,0.391,2.74,0.1179,0.247,27.7
soybean,1.366,665.18,27.38,77.98,6.8,160.72,26.16,171.51,0.6111,-0.1383,0.2746,3.81,0.3325,0.2033,37.37
cotton,4.16,945.53,33.09,59.83,6.51,181.62,17.95,217.98,0.7638,-0.2561,0.3021,2.468,0.2216,0.1043,35.62
rice,2.187,325.91,22.98,67.29,6.91,258.96,27.03,184.18,0.6172,0.0223,0.2438,5.29,0.1007,0.0688,30.42
soybean,5.337,606.77,27.87,68.57,7.54,210.13,28.97,266.33,0.8142,-0.2326,0.1572,3.829,0.1255,0.1921,33.5
wheat,1.263,864.48,21.89,56.99,5.54,280.27,15.19,160.85,0.6182,-0.1366,0.2533,5.164,0.1077,0.1741,47.88
chickpea,7.569,510.77,33.32,82.95,6.49,199.69,29.31,243.61,0.6268,-0.2857,0.1159,2.462,0.3203,0.4048,52.58
wheat,2.764,621.61,28.32,61.78,8.2,155.66,26.55,211.58,0.6877,-0.0214,0.2304,4.89,0.0988,0.1309,46.04
soybean,4.192,1031.14,23.45,90.04,6.48,331.73,22.64,126.46,0.7916,0.0852,0.454,4.151,0.1557,0.178,24.71
rice,8.656,429.88,28.11,53.79,5.68,269.25,32.23,106.42,0.8376,0.1046,0.4384,6.288,0.2534,0.1843,47.04
wheat,2.669,423.14,29.45,55.87,5.83,132.17,23.69,150.43,0.5373,-0.2727,0.1484,4.907,0.1297,0.0433,56.08
soybean,9.891,830.1,29.0,76.96,6.77,237.69,17.44,218.08,0.6237,-0.0203,0.154,4.167,0.2062,0.0588,28.39
rice,1.629,867.5,26.89,84.4,6.89,358.96,16.34,286.03,0.8113,-0.0867,0.2358,5.779,0.1123,0.1877,20.16
cotton,4.493,377.02,26.84,69.68,7.38,226.96,12.31,188.78,0.6431,-0.0249,0.2952,2.807,0.2153,0.0693,41.6
maize,8.076,600.48,28.43,81.51,6.52,386.36,27.99,300.84,0.95,-0.0118,0.2517,6.796,0.1193,0.1452,24.46
chickpea,9.146,459.74,29.59,95.41,6.61,113.77,5.0,250.93,0.6254,-0.1413,0.1595,2.177,0.2182,0.2058,53.92
wheat,2.078,692.91,22.93,57.49,6.38,236.69,33.53,211.85,0.6339,-0.023,0.2382,5.013,0.1141,0.1763,32.46
wheat,3.814,832.93,30.09,73.88,6.18,206.76,18.56,96.67,0.7081,-0.2735,0.2188,4.644,0.2329,0.0,42.35
chickpea,1.331,883.32,28.23,57.65,6.25,306.9,10.98,116.88,0.6455,-0.0711,0.2375,3.231,0.0953,0.1236,33.72
wheat,3.86,971.21,25.34,60.56,6.7,259.26,18.11,120.51,0.7256,0.0011,0.3491,5.531,0.0878,0.2459,33.03
rice,7.825,646.97,31.02,49.28,7.13,295.76,30.16,179.5,0.6231,-0.1462,0.2649,5.493,0.0818,0.0331,48.48
chickpea,9.534,452.66,26.15,67.17,7.2,236.32,45.61,190.01,0.8615,-0.1961,0.335,3.482,0.0921,0.09,19.1
chickpea,6.993,399.86,21.57,59.62,6.0,303.81,17.05,247.18,0.7121,-0.0509,0.415,2.675,0.1354,0.0,26.91
cotton,6.164,559.29,31.38,79.54,5.9,329.39,13.33,217.18,0.694,-0.3,0.3531,2.055,0.2389,0.3509,57.92
soybean,9.481,730.08,20.17,73.1,6.92,312.85,24.45,186.22,0.8233,0.0048,0.3174,3.698,0.1065,0.1511,25.53
cotton,1.424,806.33,23.87,88.7,6.97,236.34,30.57,257.26,0.6343,-0.0122,0.3902,2.554,0.109,0.1653,29.19
cotton,5.84,738.79,27.17,52.32,5.87,197.12,22.28,121.1,0.6823,-0.2677,0.2412,2.751,0.069,0.0988,32.38
cotton,9.464,565.66,15.9,65.3,6.95,130.62,20.99,159.45,0.829,0.1859,0.3675,2.067,0.0831,0.0253,26.63
soybean,3.09,259.16,28.1,54.74,7.82,112.92,13.25,104.7,0.6082,-0.1921,0.168,3.111,0.1352,0.2263,69.96
maize,5.685,678.14,31.89,70.11,5.24,182.25,15.26,113.83,0.6356,-0.2676,0.0441,6.052,0.2103,0.1437,60.79
maize,8.496,357.31,22.93,75.61,5.67,201.35,9.74,224.65,0.8189,0.08,0.4668,6.309,0.0776,0.0445,29.93
maize,4.419,660.91,32.84,64.7,6.76,256.17,17.87,142.7,0.7169,-0.3352,0.158,5.56,0.2269,0.4059,55.32
rice,7.135,841.37,29.58,41.45,7.4,269.32,29.96,163.63,0.7828,-0.2084,0.2438,6.305,0.038,0.2824,27.59
maize,3.716,412.87,35.38,79.95,5.6,321.16,21.18,128.94,0.5461,-0.3933,0.0344,4.68,0.4065,0.19,74.7
chickpea,6.702,378.09,26.88,63.64,6.1,210.53,10.86,179.32,0.4319,-0.0883,0.2419,2.653,0.1582,0.2367,68.49
rice,1.512,307.53,30.3,71.5,6.25,307.48,27.23,217.5,0.666,-0.3044,0.2236,5.083,0.3016,0.0658,42.62
soybean,8.97,168.78,24.21,70.55,7.51,331.65,24.62,305.53,0.5814,-0.0503,0.3564,3.472,0.1002,0.094,37.5
cotton,9.022,719.58,24.75,38.78,7.16,348.78,32.9,150.86,0.6569,-0.0412,0.2741,2.678,0.0404,0.1797,20.95
rice,9.796,617.87,28.08,52.27,5.54,295.11,30.7,230.61,0.6573,-0.2907,0.1763,5.74,0.1663,0.2757,55.88
soybean,5.607,647.75,25.44,67.62,6.44,266.52,15.24,164.48,0.6261,-0.0314,0.3929,4.158,0.0786,0.1761,34.63
chickpea,6.105,722.17,29.41,37.46,6.75,212.86,12.9,124.87,0.5189,-0.35,0.1024,3.124,0.0784,0.1202,39.26
soybean,8.375,932.16,31.54,61.6,7.53,319.49,37.91,159.19,0.7281,-0.2243,0.28,2.993,0.154,0.1252,44.5
soybean,4.303,347.64,23.21,60.51,7.01,199.26,10.54,149.31,0.6354,-0.0631,0.2675,4.012,0.1362,0.1778,34.48
soybean,3.199,703.14,27.37,88.96,6.16,397.09,18.82,152.96,0.6218,-0.2027,0.191,3.546,0.2741,0.2011,48.22
wheat,0.82,735.53,23.52,92.24,7.83,190.48,11.31,202.18,0.592,-0.131,0.2689,5.243,0.1438,0.1488,49.94
rice,6.513,785.25,34.39,73.75,5.36,232.66,31.56,121.72,0.7459,-0.2863,0.2495,5.005,0.3466,0.2191,58.73
chickpea,6.255,573.93,34.69,64.53,6.83,237.53,13.28,235.65,0.6746,-0.2871,0.1654,2.244,0.2797,0.2791,74.08
chickpea,2.375,648.91,31.6,70.52,6.33,242.98,19.77,172.46,0.7454,-0.3287,0.1777,2.807,0.1857,0.1954,37.83
chickpea,5.003,441.3,28.88,57.95,7.26,151.77,44.42,137.25,0.7697,0.0233,0.2373,2.695,0.159,0.2701,33.11
maize,4.484,524.25,27.84,41.84,6.31,194.14,12.1,157.64,0.7598,-0.2189,0.2934,6.528,0.0953,0.0879,24.43
maize,9.224,664.74,28.76,66.78,6.93,120.84,35.32,130.66,0.5959,-0.0986,0.4851,6.421,0.2852,0.2912,51.27
cotton,5.997,903.51,36.65,77.35,6.8,242.44,13.13,257.62,0.8174,-0.3898,0.2521,2.007,0.5093,0.2765,67.35
cotton,8.469,558.47,25.85,60.91,8.2,234.16,29.49,199.32,0.7123,-0.0485,0.3251,2.61,0.1169,0.1595,37.4
maize,5.409,803.6,24.64,59.93,5.54,242.22,21.55,210.39,0.7323,-0.085,0.2217,6.086,0.0564,0.1651,28.08
maize,6.3,653.14,22.34,73.15,6.07,289.14,22.16,216.37,0.6803,0.0082,0.2852,6.648,0.1339,0.2369,32.54
wheat,9.46,638.56,26.76,53.24,6.52,234.42,26.67,249.0,0.7462,-0.1295,0.248,4.825,0.1111,0.1079,23.57
rice,7.728,275.53,30.91,92.86,6.22,344.6,25.34,173.4,0.8702,-0.1582,0.296,5.322,0.3205,0.2869,49.6
soybean,2.122,676.84,28.2,75.5,6.86,166.53,27.81,251.65,0.7422,-0.1336,0.0594,4.045,0.2409,0.1632,22.76
soybean,6.323,179.36,31.08,82.77,6.23,242.41,13.12,214.8,0.5635,-0.128,0.2954,3.176,0.5677,0.2306,64.72
wheat,5.179,1107.82,27.69,79.05,5.74,221.76,33.03,167.66,0.5409,-0.0118,0.1273,4.11,0.171,0.0875,57.06
maize,9.117,602.39,25.28,41.03,6.39,220.95,40.45,182.58,0.8373,-0.1298,0.3631,6.456,0.0149,0.2297,10.68
