crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_prediction,risk_score
wheat,3.792,1163.83,9.81,1028.1,26.61,34.16,21.72,76.25,9.4,6.63,69.58,18.38,125.48,1.305,0.6394,0.5363,0.7391,0.1085,-0.0731,-0.2511,0.1246,0.1627,0.0048,0.2417,1,7.67,0.0,0.0,0.1875,0.226,4.49,40.32
cotton,5.638,808.58,13.23,543.42,35.53,45.69,26.9,61.5,16.81,5.72,309.47,25.92,131.09,1.116,0.7033,0.5122,0.8852,0.1016,-0.3756,-0.4928,-0.2825,0.0882,-0.0177,0.1689,1,-5.4,10.69,0.0,0.2702,0.4095,0.759,75.66
rice,2.04,756.03,16.7,861.54,27.05,37.08,19.4,68.67,14.19,6.37,223.02,26.45,200.48,0.206,0.696,0.4544,0.8469,0.0683,-0.0331,-0.1613,0.1012,0.1166,0.0653,0.1755,2,1.08,2.08,0.0,0.0772,0.0959,3.471,29.38
maize,1.552,1240.15,21.56,1151.93,31.24,37.38,24.15,38.88,18.51,7.16,303.93,35.83,108.77,0.966,0.7393,0.612,0.8415,0.0659,-0.2931,-0.4133,-0.1994,0.1488,0.0508,0.3248,3,-4.92,2.38,0.0,0.1108,0.0394,3.762,25.69
rice,5.708,833.41,33.74,641.14,24.69,32.25,16.69,52.96,13.21,5.21,272.37,23.06,196.3,1.565,0.7734,0.4767,0.9514,0.0832,-0.0624,-0.1422,0.0544,0.2679,0.0882,0.3791,5,4.9,0.0,0.0,0.0548,0.15,3.466,36.39
wheat,9.979,693.67,56.49,641.53,21.75,27.78,14.81,62.61,9.89,7.3,200.25,28.14,269.41,1.158,0.8193,0.6899,0.9031,0.076,0.0853,0.0309,0.2043,0.3304,0.2392,0.4891,2,2.25,0.0,0.0,0.0537,0.3026,4.946,25.05
wheat,8.817,679.48,9.27,583.5,30.71,31.28,25.29,63.76,11.31,7.32,241.24,23.14,177.43,0.99,0.7051,0.411,0.8582,0.0824,-0.2795,-0.4212,-0.0987,0.1249,0.0071,0.1791,1,-7.69,0.0,0.0,0.3045,0.057,4.363,33.41
maize,7.8,945.35,32.08,838.08,31.25,37.6,23.41,74.6,24.7,7.47,330.25,25.28,71.38,0.659,0.4579,0.1797,0.5754,0.1125,-0.2614,-0.3143,-0.1194,0.1623,0.1106,0.3085,4,-4.59,2.6,0.0,0.3876,0.2547,3.794,79.25
chickpea,0.826,715.78,32.27,549.58,22.27,29.74,18.15,61.32,11.77,5.98,209.38,17.2,102.03,0.632,0.7103,0.5844,0.8989,0.076,0.0838,-0.0369,0.2069,0.3779,0.3188,0.4453,4,0.18,0.0,0.0,0.1029,0.1155,1.551,26.79
soybean,7.978,498.14,36.32,330.39,27.45,36.22,20.99,54.69,20.34,6.14,73.17,25.15,137.86,0.814,0.6404,0.5173,0.7825,0.1147,-0.0818,-0.1463,-0.0195,0.213,0.122,0.352,1,4.73,1.22,0.0,0.138,0.126,1.057,47.62
soybean,6.978,550.5,92.51,653.78,18.07,25.95,11.14,75.02,1.47,7.15,244.39,40.87,196.06,0.372,0.8965,0.7791,1.0,0.1528,0.2167,0.131,0.3814,0.5094,0.4463,0.5636,3,13.34,0.0,0.251,0.1784,0.0,2.094,17.11
wheat,3.217,668.99,10.41,623.98,24.03,29.92,21.82,83.0,15.99,6.68,189.33,11.84,262.92,0.476,0.806,0.6847,0.9947,0.1256,-0.0304,-0.1128,0.0885,0.3558,0.1807,0.4862,2,1.95,0.0,0.0,0.2172,0.1972,4.336,19.91
wheat,9.623,1014.03,37.11,982.06,22.44,30.18,15.28,74.03,17.66,7.64,196.47,19.49,215.13,1.128,0.6799,0.48,0.7919,0.0824,0.0057,-0.156,0.1711,0.2839,0.1639,0.386,2,4.77,0.0,0.0,0.1395,0.1096,4.71,40.33
maize,7.696,632.02,37.28,652.4,29.72,36.98,22.57,56.91,17.48,6.65,207.57,9.68,167.14,0.821,0.6382,0.4758,0.7789,0.0312,-0.2673,-0.4518,-0.1089,0.1282,0.0773,0.2189,4,17.76,1.98,0.0,0.1659,0.0425,3.824,37.2
wheat,1.474,696.55,28.12,644.49,30.68,35.1,24.93,75.12,20.47,6.35,173.79,16.5,196.47,0.948,0.594,0.3461,0.6843,0.1115,-0.1677,-0.2921,-0.0652,0.2255,0.0823,0.3196,5,-2.13,0.1,0.0,0.5169,0.2294,4.483,59.95
cotton,3.938,271.8,22.33,313.6,32.61,37.53,26.6,76.01,10.33,7.88,331.53,23.55,172.22,1.039,0.7975,0.5207,0.9593,0.059,-0.1959,-0.2639,-0.0494,0.1667,0.1029,0.2699,4,8.23,2.53,0.0,0.3013,0.278,0.463,51.22
maize,3.059,939.88,64.23,935.7,32.5,44.25,23.74,52.78,11.85,6.15,182.43,21.71,138.28,0.556,0.4811,0.2472,0.5979,0.0821,-0.3386,-0.5104,-0.2654,0.3637,0.2556,0.4445,2,1.2,9.25,0.0,0.2325,0.3403,2.599,89.96
wheat,8.315,513.72,33.26,387.93,30.47,38.24,23.98,45.77,16.48,8.07,186.04,28.55,262.91,0.64,0.5734,0.369,0.753,0.126,-0.2743,-0.3493,-0.0913,0.156,0.0814,0.3288,1,1.77,3.24,0.0,0.1229,0.1796,4.444,57.61
soybean,2.402,546.98,15.96,362.39,34.95,44.74,27.56,76.04,9.82,7.28,148.9,37.28,204.51,0.918,0.5741,0.373,0.7331,0.0813,-0.4002,-0.5039,-0.3443,0.0724,-0.0342,0.1557,3,4.47,9.74,0.0,0.2651,0.3175,0.868,79.13
soybean,8.05,490.02,68.88,434.07,28.86,37.52,24.58,71.42,9.16,7.96,192.44,24.63,139.93,0.943,0.7627,0.6053,0.8912,0.0819,-0.2213,-0.4205,-0.0867,0.4086,0.2633,0.5571,2,-7.53,2.52,0.0,0.1633,0.4086,1.476,61.37
cotton,7.938,857.82,6.49,868.5,27.52,38.07,19.69,56.44,17.75,7.16,333.51,27.33,207.56,1.16,0.756,0.5418,0.878,0.0882,-0.2792,-0.4327,-0.1047,0.2889,0.1372,0.4535,4,4.37,3.07,0.0,0.0503,0.2971,0.614,28.67
maize,4.742,959.47,54.61,900.98,33.2,39.59,26.01,60.34,10.02,7.45,166.43,29.75,227.7,1.015,0.6927,0.5393,0.8468,0.0607,-0.2445,-0.4171,-0.0943,0.1474,-0.0211,0.2928,4,5.53,4.59,0.0,0.2401,0.3986,2.95,62.57
soybean,1.316,1036.07,30.27,730.94,24.75,33.3,17.43,62.18,18.46,7.47,104.72,25.61,169.25,1.156,0.6429,0.507,0.7801,0.038,-0.0778,-0.2455,0.1173,0.3579,0.2306,0.4613,3,6.01,0.0,0.0,0.1556,0.1029,1.427,47.34
maize,9.852,712.84,22.56,668.9,26.55,37.67,20.03,48.47,15.93,6.85,289.86,27.63,219.49,0.548,0.7432,0.4475,0.835,0.0735,-0.1722,-0.2893,0.0273,0.1584,-0.0023,0.3359,2,15.27,2.67,0.0,0.1133,0.0912,4.203,22.87
chickpea,8.827,643.04,25.03,743.01,28.76,34.1,21.77,52.2,17.35,6.84,130.22,22.59,101.41,1.322,0.6334,0.421,0.7134,0.0998,-0.1098,-0.2886,0.0361,0.3914,0.2638,0.4694,5,4.01,0.0,0.0,0.07,0.1006,1.212,21.13
soybean,2.901,621.22,40.52,654.83,24.55,33.66,18.84,62.36,15.58,6.26,211.16,38.37,146.34,0.824,0.5997,0.3183,0.7142,0.0695,-0.0113,-0.0709,0.1254,0.3664,0.2614,0.5464,5,11.55,0.0,0.0,0.1636,0.1524,1.386,36.71
chickpea,5.525,361.5,35.44,423.09,25.34,34.17,15.88,73.72,18.64,6.92,363.92,21.46,154.6,0.824,0.7915,0.5806,0.8936,0.1251,-0.1207,-0.2395,0.0042,0.2417,0.1407,0.3582,1,-0.24,0.0,0.0,0.2125,0.069,1.416,20.18
rice,8.919,290.88,32.3,255.38,27.72,36.45,20.77,66.41,18.39,6.78,338.29,29.4,271.74,0.797,0.7615,0.6018,0.9142,0.0537,-0.0661,-0.1168,-0.0012,0.2707,0.1116,0.3605,2,0.91,1.45,0.0,0.105,0.0894,3.114,17.06
wheat,4.492,1126.64,43.81,1245.22,25.29,29.33,19.37,73.83,10.13,6.44,191.17,16.92,112.14,0.663,0.7171,0.5757,0.8538,0.1183,-0.1011,-0.301,0.0233,0.3225,0.1711,0.4856,3,4.93,0.0,0.0,0.2229,0.2451,4.314,36.39
maize,9.788,486.24,19.27,522.83,40.01,48.32,32.64,72.34,12.43,5.79,205.09,35.83,277.54,0.15,0.5867,0.4237,0.7442,0.1537,-0.526,-0.6776,-0.3503,-0.0702,-0.146,0.0747,4,8.51,13.32,0.0,0.3077,0.4521,1.775,94.86
maize,6.205,533.8,62.27,510.77,24.11,31.65,17.59,52.48,18.57,6.64,294.75,24.46,127.48,0.904,0.8083,0.7002,0.9496,0.1133,0.0106,-0.1343,0.1419,0.3804,0.2519,0.5152,4,5.49,0.0,0.0,0.0476,0.2036,4.493,21.1
wheat,9.647,617.5,15.92,429.99,30.23,37.42,28.22,58.63,6.01,7.06,186.54,19.76,208.92,0.565,0.6698,0.5124,0.7513,0.106,-0.1478,-0.2106,0.006,0.1476,0.0717,0.2889,3,3.76,2.42,0.0,0.1244,0.2106,4.741,41.19
maize,9.748,607.83,12.34,690.31,26.59,35.35,20.07,55.38,7.42,6.86,274.21,15.79,169.31,1.125,0.6783,0.3828,0.8349,0.0758,-0.1449,-0.2585,-0.0571,0.3254,0.1553,0.4478,1,9.65,0.35,0.0,0.2244,0.1825,4.178,29.67
soybean,4.832,286.83,77.36,202.87,23.7,29.8,17.47,50.72,18.28,6.61,175.59,26.61,225.13,0.906,0.7307,0.6017,0.9138,0.0525,0.0789,-0.0371,0.1624,0.3499,0.2725,0.5092,5,6.22,0.0,0.0,0.0974,0.0303,1.511,24.89
rice,3.682,761.37,54.7,630.76,28.03,36.85,21.75,72.44,8.55,6.9,167.49,7.62,207.62,0.847,0.6505,0.4314,0.808,0.0882,-0.1616,-0.2403,-0.08,0.2627,0.1043,0.3233,2,1.91,1.85,0.0,0.1774,0.1567,3.441,41.65
soybean,6.416,670.89,35.09,743.55,27.25,35.41,19.56,56.63,17.65,7.45,367.91,44.32,197.61,0.709,0.8623,0.6849,1.0,0.0931,-0.053,-0.1184,0.0312,0.3121,0.2065,0.483,4,1.49,0.41,0.0,0.0978,0.148,2.055,29.17
rice,8.572,836.84,50.87,1032.97,29.83,37.65,23.52,51.48,7.11,7.28,290.59,11.84,147.73,1.197,0.7217,0.561,0.8145,0.0257,-0.1537,-0.2569,0.0448,0.2001,0.0602,0.3271,4,9.2,2.65,0.0,0.1091,0.2805,2.772,43.21
chickpea,5.781,609.84,19.79,653.55,23.93,29.41,18.19,65.12,13.99,5.93,178.87,27.05,194.32,0.317,0.6348,0.4014,0.7163,0.0771,-0.0263,-0.1871,0.0364,0.1732,0.0993,0.2336,5,14.91,0.0,0.0,0.176,0.1486,1.454,32.37
rice,4.045,344.27,49.34,406.43,29.2,38.3,22.61,78.21,22.53,7.84,274.52,20.64,169.4,1.164,0.5941,0.4229,0.7625,0.0808,-0.009,-0.1083,0.1037,0.1631,0.002,0.244,2,1.91,3.3,0.0,0.4086,0.1757,2.764,76.53
rice,7.275,226.24,19.28,238.64,23.91,30.33,14.92,67.78,10.2,6.27,272.37,25.1,130.48,0.724,0.559,0.3731,0.753,0.0557,0.054,-0.0073,0.1415,0.2281,0.1485,0.3742,3,-3.85,0.0,0.0,0.1169,0.0,3.394,31.43
cotton,6.224,844.16,32.17,879.92,22.34,31.25,14.16,52.7,22.43,5.95,203.36,19.15,163.37,0.502,0.7113,0.521,0.826,0.102,0.0655,-0.0622,0.256,0.2061,0.116,0.2957,2,-6.35,0.0,0.0,0.0633,0.1398,0.363,33.34
maize,5.322,767.43,18.66,879.16,32.22,39.09,28.19,98.0,18.25,6.81,362.51,12.39,167.39,0.771,0.7166,0.4979,0.9067,0.0615,-0.2461,-0.4408,-0.115,0.1458,0.0155,0.2175,5,-2.44,4.09,0.0,0.4704,0.4763,4.095,65.06
cotton,1.995,924.98,24.58,937.8,32.09,39.98,27.78,57.77,2.69,6.99,298.86,34.52,161.87,0.728,0.7063,0.5946,0.855,0.0828,-0.2734,-0.3738,-0.2113,0.2725,0.1314,0.4015,3,-8.56,4.98,0.0,0.2694,0.1356,0.77,46.69
cotton,1.241,588.72,33.77,393.02,30.21,38.96,22.53,55.05,18.58,6.75,269.64,20.14,181.06,0.855,0.6622,0.5278,0.8352,0.0934,-0.4001,-0.5364,-0.2618,0.2204,0.0428,0.2828,2,5.11,3.96,0.0,0.2157,0.2834,0.843,48.91
wheat,9.613,776.87,10.5,579.47,30.59,38.3,27.03,79.89,15.94,4.96,261.97,23.29,225.01,0.699,0.726,0.5527,0.8793,0.1189,-0.2731,-0.4258,-0.2188,0.1865,0.0442,0.266,4,-10.0,3.3,0.0,0.1591,0.2038,4.615,53.29
chickpea,9.082,283.77,22.86,184.52,24.68,32.58,18.95,82.74,18.83,7.82,402.4,27.83,125.47,0.6,0.7854,0.6693,0.8941,0.1222,-0.1459,-0.2631,-0.0452,0.3144,0.2189,0.4463,1,-8.82,0.0,0.0,0.1752,0.1902,1.569,39.23
cotton,9.643,916.41,15.59,770.35,26.72,34.07,18.69,64.3,20.97,6.43,177.52,16.32,153.7,0.72,0.5966,0.4567,0.7607,0.0917,-0.1382,-0.2952,-0.0382,0.2304,0.1122,0.3981,2,9.03,0.0,0.0,0.1287,0.0653,0.473,35.77
cotton,4.809,882.52,21.74,1074.55,25.6,30.87,16.96,40.14,1.38,6.57,248.01,19.7,202.12,0.57,0.7282,0.6056,0.9144,0.1224,0.0477,-0.1138,0.2386,0.1187,0.0501,0.2622,4,12.37,0.0,0.0,0.0363,0.1688,0.829,25.08
cotton,2.932,495.77,34.16,485.99,28.83,33.3,19.57,75.26,1.92,7.2,186.34,26.69,92.08,0.764,0.5796,0.3827,0.7125,0.0642,-0.272,-0.3907,-0.1256,0.1769,0.1229,0.2618,1,8.88,0.0,0.0,0.2703,0.2873,0.701,52.49
cotton,7.471,826.47,14.24,797.23,22.92,29.59,15.32,49.73,24.98,6.86,201.67,32.36,206.56,0.834,0.5745,0.3033,0.6597,0.0536,-0.1232,-0.2649,-0.0148,0.182,0.0074,0.2365,4,8.84,0.0,0.0,0.0774,0.1283,0.783,33.47
rice,8.61,628.59,30.94,653.85,33.99,45.42,27.61,84.63,15.56,7.32,338.39,26.19,182.7,0.576,0.67,0.5548,0.8688,0.1287,-0.3184,-0.4899,-0.1667,0.1654,0.0556,0.2564,3,5.94,10.42,0.0,0.3345,0.3821,2.328,82.8
rice,9.124,689.25,44.07,801.89,27.6,38.39,20.12,61.07,1.62,5.77,181.73,28.33,200.55,0.747,0.5186,0.3086,0.6712,0.1173,-0.1898,-0.3046,-0.0445,0.2165,0.0695,0.3456,5,-1.18,3.39,0.0,0.1808,0.1823,3.11,62.19
cotton,9.276,618.53,30.29,529.53,25.12,31.16,16.54,63.68,20.86,6.81,297.64,15.97,181.02,0.722,0.7056,0.5758,0.8729,0.0509,-0.0219,-0.1299,0.0982,0.3423,0.186,0.4588,1,8.71,0.0,0.0,0.1082,0.2334,0.718,24.54
wheat,4.198,1128.24,15.57,1207.66,24.48,33.17,18.1,64.21,23.08,5.36,350.38,29.61,93.09,1.123,0.6978,0.5941,0.8368,0.0988,0.0519,-0.0672,0.1134,0.1222,0.0632,0.2209,4,1.47,0.0,0.0,0.1558,0.0285,4.48,35.0
rice,8.138,719.26,26.43,798.55,31.15,39.02,24.36,80.28,8.92,6.47,275.76,17.81,225.49,1.043,0.8371,0.7047,1.0,0.0912,-0.3409,-0.4472,-0.188,0.2135,0.1462,0.3272,2,-0.58,4.02,0.0,0.2284,0.2154,3.282,37.8
chickpea,9.767,748.9,10.11,659.89,28.5,37.61,21.07,73.51,7.59,5.19,102.88,28.08,185.48,0.54,0.6796,0.574,0.8197,0.0568,-0.058,-0.209,0.0155,0.1632,0.0944,0.2771,4,-5.37,2.61,0.0,0.1232,0.1098,1.317,57.97
rice,4.665,589.35,17.61,446.11,26.16,32.95,20.41,65.4,9.03,7.26,235.04,16.86,177.49,0.272,0.8636,0.6277,1.0,0.1038,-0.04,-0.1211,0.0903,0.3512,0.2502,0.4018,2,13.66,0.0,0.0,0.09,0.2037,3.34,31.11
soybean,7.347,1353.01,32.13,1311.45,25.82,29.05,17.69,77.5,18.41,5.05,253.51,49.42,133.29,0.617,0.706,0.4834,0.8969,0.0728,0.0032,-0.1491,0.1988,0.333,0.163,0.467,1,14.52,0.0,0.0,0.31,0.1604,1.771,44.14
soybean,9.066,692.13,65.24,807.08,23.29,31.81,14.66,78.98,16.17,6.51,327.96,25.34,189.28,0.62,0.7136,0.4871,0.83,0.0686,0.1087,-0.0226,0.2081,0.4337,0.3472,0.5182,1,-1.27,0.0,0.0,0.2363,0.1618,1.841,26.81
soybean,7.486,863.42,19.18,979.76,30.12,36.63,23.02,72.7,12.1,6.52,253.62,36.88,116.09,0.614,0.7858,0.6325,0.9671,0.139,-0.3543,-0.5025,-0.2847,0.2539,0.1497,0.3833,3,-0.42,1.63,0.0,0.2418,0.209,1.809,32.16
maize,5.595,807.36,19.52,928.72,31.21,36.16,28.44,85.64,16.05,6.6,256.15,17.42,261.87,0.262,0.6643,0.5238,0.7979,0.1241,-0.2223,-0.3741,-0.1038,0.1357,0.0714,0.2302,4,8.8,1.16,0.0,0.1249,0.2411,3.74,31.25
chickpea,5.599,640.41,36.34,689.06,25.61,35.29,20.49,69.78,14.44,7.04,291.19,22.4,257.19,0.539,0.7379,0.5248,0.866,0.1168,0.0285,-0.1008,0.0787,0.1917,0.1257,0.3224,3,4.98,0.29,0.0,0.1597,0.0675,1.682,21.62
soybean,2.879,336.44,15.29,263.85,27.66,33.86,20.96,68.48,15.98,6.4,269.34,10.96,172.55,0.318,0.6577,0.5084,0.8265,0.1092,-0.1912,-0.3802,-0.0775,0.3146,0.1861,0.3936,3,5.42,0.0,0.0,0.1225,0.0,1.558,28.27
soybean,1.729,697.8,24.3,838.5,32.4,39.63,23.46,79.92,5.44,6.71,204.1,14.14,307.81,0.707,0.7468,0.4807,0.8885,0.1178,-0.3273,-0.4661,-0.1514,0.1675,0.0769,0.2875,4,7.91,4.63,0.0,0.2145,0.2107,1.487,31.09
wheat,3.434,774.99,12.5,777.35,26.19,32.29,18.7,34.25,15.83,5.9,218.54,17.82,187.68,1.106,0.6262,0.4706,0.7936,0.0638,-0.2351,-0.4318,-0.056,0.294,0.1941,0.3818,5,2.12,0.0,0.0,0.0729,0.1731,4.637,37.44
chickpea,6.386,872.51,20.5,1023.02,26.49,35.88,22.78,75.6,9.98,7.51,186.73,37.08,288.96,1.23,0.7873,0.6753,0.9671,0.0669,-0.1335,-0.2513,0.0063,0.2522,0.1151,0.4223,3,8.04,0.88,0.0,0.1029,0.3001,1.284,37.53
chickpea,5.326,971.69,39.59,766.39,25.31,30.48,21.81,78.99,12.1,6.47,195.95,5.4,88.26,1.08,0.5961,0.43,0.7723,0.1482,-0.0215,-0.1835,0.0906,0.3724,0.2879,0.4809,4,9.93,0.0,0.0,0.2144,0.1306,1.543,46.54
rice,6.165,705.45,52.65,664.33,28.71,34.94,22.3,57.19,13.98,7.2,217.46,22.55,51.71,0.79,0.7448,0.4908,0.8546,0.1123,-0.0983,-0.225,0.0649,0.1946,0.0996,0.3343,4,3.85,0.0,0.0,0.1768,0.2828,3.214,36.17
soybean,4.217,895.23,38.77,660.77,29.46,37.43,21.58,66.7,10.72,6.32,324.57,33.24,193.89,0.937,0.8099,0.6463,0.8979,0.1295,-0.1673,-0.3499,-0.0359,0.4305,0.3361,0.5397,2,-4.45,2.43,0.0,0.089,0.1738,1.427,33.07
rice,3.924,755.13,113.58,902.45,31.39,34.93,27.64,40.24,10.08,7.27,188.67,15.24,191.55,0.422,0.6064,0.4415,0.7115,0.0677,-0.0706,-0.212,0.0562,0.4688,0.2986,0.6366,4,0.36,0.0,2.358,0.2748,0.3502,3.585,67.53
soybean,9.926,928.3,33.33,1115.54,27.13,38.63,20.73,68.03,16.05,7.31,161.36,32.42,232.03,0.506,0.7122,0.6043,0.8826,0.0387,-0.2083,-0.3198,-0.0892,0.3805,0.2566,0.5576,1,-1.69,3.63,0.0,0.1238,0.1469,1.703,38.56
wheat,8.822,527.5,45.68,385.54,30.06,36.27,25.03,68.77,16.45,6.62,160.38,21.42,73.89,0.932,0.7228,0.5856,0.8348,0.0359,-0.0675,-0.2513,0.0912,0.2548,0.2025,0.407,1,2.34,1.27,0.0,0.1811,0.2487,4.659,37.35
maize,9.013,1351.91,86.78,1500.0,23.95,29.7,15.47,73.73,14.17,6.58,269.89,26.06,179.81,1.148,0.723,0.4935,0.8202,0.031,0.1399,0.0604,0.2653,0.4855,0.3092,0.5406,2,1.67,0.0,0.0,0.2747,0.2316,4.084,29.68
soybean,4.164,853.48,12.47,606.53,28.48,32.52,22.29,60.89,11.94,6.94,229.83,26.88,214.56,0.589,0.7126,0.478,0.8961,0.0434,-0.2027,-0.2877,-0.0996,0.0971,-0.0658,0.1644,4,-2.39,0.0,0.0,0.1423,0.0791,1.296,23.86
cotton,6.389,992.49,16.86,730.01,27.84,34.85,25.3,67.65,11.6,6.4,278.56,9.06,221.71,0.996,0.7486,0.4514,0.8483,0.0892,-0.3177,-0.4211,-0.1779,0.1971,0.1149,0.3163,3,4.62,0.0,0.0,0.0533,0.2724,0.707,27.81
maize,6.555,617.04,70.65,456.87,29.89,33.61,22.79,76.61,2.58,7.16,238.86,29.71,233.56,0.523,0.8104,0.6959,0.8916,0.076,-0.1461,-0.3092,-0.0007,0.3874,0.2757,0.4553,4,6.34,0.0,0.0,0.1899,0.224,4.082,26.01
maize,8.977,671.48,48.55,713.98,28.53,38.06,17.69,72.99,11.14,6.79,378.72,32.11,143.27,0.615,0.6735,0.4948,0.8415,0.0857,-0.1144,-0.2374,-0.0495,0.3327,0.2162,0.4817,1,8.32,3.06,0.0,0.4186,0.2109,4.19,50.79
wheat,9.648,601.93,20.45,433.7,25.2,29.14,17.85,61.79,6.7,6.61,111.5,30.04,147.81,0.758,0.6942,0.5529,0.8547,0.0565,0.0236,-0.0584,0.1878,0.2591,0.1397,0.3438,4,-3.22,0.0,0.0,0.1207,0.101,5.14,27.2
soybean,7.678,643.57,49.91,768.52,31.86,42.22,26.82,68.65,18.6,6.34,226.49,32.84,170.11,1.031,0.6775,0.4897,0.7808,0.0847,-0.1666,-0.2767,-0.1125,0.1235,-0.002,0.2735,3,-9.06,7.22,0.0,0.3048,0.2284,1.284,58.62
wheat,2.872,470.05,8.83,427.69,20.01,28.99,9.5,59.94,12.68,6.19,150.23,9.6,173.46,0.493,0.7504,0.6084,0.9253,0.1127,0.1584,0.08,0.261,0.3074,0.1436,0.4369,5,16.74,0.0,0.0,0.0386,0.1433,4.288,26.98
cotton,1.862,871.84,10.23,605.47,33.1,40.15,29.66,62.17,19.59,7.01,197.94,5.0,175.99,0.386,0.6828,0.4938,0.7953,0.1022,-0.231,-0.2896,-0.0586,0.0847,0.0189,0.2226,2,-1.22,5.15,0.0,0.1562,0.2756,0.485,58.98
cotton,5.427,1053.06,36.07,972.69,23.94,29.41,16.78,56.23,21.15,6.23,118.28,30.06,184.89,0.855,0.7977,0.5113,0.9456,0.1238,0.0232,-0.1097,0.0783,0.3282,0.2146,0.4305,2,-3.04,0.0,0.0,0.0801,0.0654,0.897,18.36
cotton,7.095,856.08,14.93,935.44,30.79,39.96,21.59,63.22,17.96,7.42,214.26,27.79,223.93,0.837,0.8742,0.7126,1.0,0.1248,-0.1759,-0.2855,-0.1138,0.1287,0.0384,0.2186,2,6.13,4.96,0.0,0.1249,0.1879,1.178,40.23
chickpea,8.619,310.49,13.28,221.5,24.86,34.51,17.39,48.02,15.59,6.21,129.19,16.86,138.45,0.805,0.6638,0.5599,0.8231,0.1011,-0.0869,-0.2025,0.0424,0.3211,0.1987,0.4001,3,-10.0,0.0,0.0,0.0487,0.2241,1.268,39.56
maize,2.84,288.67,39.9,298.06,30.2,37.55,22.62,92.77,22.01,5.31,197.35,5.58,195.09,0.526,0.7108,0.5948,0.889,0.053,-0.1527,-0.2435,-0.0249,0.2783,0.2067,0.36,3,-9.45,2.55,0.0,0.3257,0.1637,3.737,61.34
chickpea,8.17,1221.47,83.46,1286.81,33.16,40.64,23.8,74.07,11.85,7.45,331.36,22.64,323.07,0.596,0.8557,0.5733,0.9712,0.0771,-0.107,-0.1928,0.0259,0.1409,0.0597,0.2283,3,2.41,5.64,0.0,0.2521,0.2408,1.126,64.73
soybean,4.021,831.6,9.58,887.23,27.78,35.66,22.42,60.63,12.06,7.19,329.45,25.29,203.74,0.604,0.5337,0.3623,0.6261,0.0732,-0.1795,-0.3296,-0.0116,0.2209,0.1039,0.2722,3,0.39,0.66,0.0,0.122,0.1879,1.301,43.09
wheat,7.302,650.03,15.05,520.49,22.61,29.72,14.11,52.2,9.84,7.11,60.0,28.25,213.24,0.555,0.7091,0.5424,0.7926,0.0753,0.0612,-0.0625,0.1475,0.2864,0.1511,0.4189,3,0.44,0.0,0.0,0.0488,0.0863,4.591,23.59
wheat,9.401,462.57,6.65,550.86,39.07,45.95,31.11,67.66,16.6,6.89,254.25,28.45,131.64,0.3,0.5072,0.2929,0.5913,0.059,-0.5292,-0.726,-0.447,0.0085,-0.1029,0.1186,3,6.82,10.95,0.0,0.2772,0.1299,2.346,84.26
rice,1.333,521.05,30.81,623.26,25.64,33.13,20.16,80.85,19.85,6.73,396.93,29.57,272.85,0.803,0.9094,0.778,1.0,0.0944,0.0078,-0.1158,0.1961,0.1339,-0.0358,0.2137,4,-1.95,0.0,0.0,0.1223,0.1695,3.476,19.12
soybean,9.417,637.87,14.1,739.8,31.45,36.73,26.31,83.0,23.9,7.2,259.84,27.86,196.79,1.067,0.833,0.6595,0.9813,0.083,-0.3184,-0.4791,-0.2191,0.2012,0.1094,0.3452,1,7.07,1.73,0.0,0.3027,0.0313,1.463,33.78
cotton,1.018,484.22,42.42,347.25,35.33,42.63,28.65,55.47,23.72,7.5,300.65,21.24,220.31,0.95,0.669,0.4392,0.761,0.105,-0.3273,-0.5105,-0.2691,0.1497,-0.016,0.2027,2,7.41,7.63,0.0,0.1211,0.2473,0.1,60.67
rice,8.268,502.44,12.59,561.77,28.73,31.62,24.5,76.3,12.25,6.75,230.63,25.13,277.49,0.805,0.7784,0.4903,0.9225,0.0723,-0.2429,-0.3854,-0.1604,0.285,0.1728,0.3963,1,13.9,0.0,0.0,0.0914,0.0156,3.657,11.38
chickpea,0.881,500.15,16.36,349.86,31.57,38.97,26.31,84.47,16.02,6.78,171.92,29.97,185.72,1.027,0.8656,0.7615,0.9915,0.0499,-0.425,-0.5395,-0.2908,0.0342,-0.1264,0.1339,4,9.89,3.97,0.0,0.0977,0.0876,1.45,35.3
rice,4.872,473.47,27.05,474.59,20.07,25.76,11.55,81.6,10.57,7.28,239.03,31.42,194.57,0.767,0.7017,0.5313,0.8738,0.0715,0.1684,0.0271,0.3189,0.3632,0.2132,0.5041,5,5.15,0.0,0.0,0.0449,0.0,3.662,20.29
wheat,7.455,753.03,42.72,722.06,26.3,34.7,19.8,65.41,9.7,7.8,381.7,31.24,137.61,1.355,0.6429,0.4838,0.7421,0.0678,-0.1246,-0.2496,0.019,0.4016,0.2567,0.4554,2,15.81,0.0,0.0,0.0695,0.3138,5.218,40.84
