crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_estimate,risk_score_estimate
wheat,3.399,721.17,36.21,607.14,24.75,35.12,21.26,82.56,12.7,6.07,279.88,28.0,141.81,0.887,0.8183,0.5505,0.9231,0.0623,-0.0475,-0.1195,0.0157,0.3388,0.2395,0.4964,5,-3.68,0.12,0.0,0.1401,0.2503,4.919,31.2
cotton,8.515,1035.33,14.71,1124.81,30.86,38.59,27.09,77.96,22.87,7.74,282.67,18.51,236.18,0.864,0.6599,0.446,0.7743,0.0669,-0.2191,-0.3823,-0.081,0.202,0.0871,0.3334,2,10.89,3.59,0.0,0.1516,0.0926,0.583,40.59
wheat,1.769,442.05,5.65,448.53,32.6,38.55,26.07,72.51,12.68,5.57,94.57,30.33,194.56,0.612,0.6234,0.4282,0.7818,0.0727,-0.257,-0.45,-0.2054,0.1503,-0.0117,0.3093,4,6.61,3.55,0.0,0.2016,0.1695,4.111,61.5
rice,8.638,218.59,10.59,270.35,19.83,25.37,10.16,73.95,16.26,7.03,229.82,22.9,126.86,0.792,0.6576,0.4891,0.8512,0.02,0.0722,-0.0077,0.26,0.2455,0.0925,0.3281,1,8.21,0.0,0.0,0.0635,0.2336,2.538,29.87
wheat,4.471,270.36,57.33,202.96,33.86,43.22,25.66,66.11,3.93,7.23,256.62,32.32,53.41,0.606,0.5637,0.3921,0.6741,0.0856,-0.2831,-0.3361,-0.1176,0.1686,0.0024,0.3243,5,6.03,8.22,0.0,0.2996,0.363,2.765,79.57
rice,0.844,991.76,30.6,983.15,24.39,32.18,16.32,70.35,10.66,5.87,148.17,16.43,204.73,1.163,0.609,0.3131,0.7563,0.0522,-0.0514,-0.1898,0.1339,0.3467,0.1746,0.4639,2,13.67,0.0,0.0,0.076,0.0877,3.054,32.38
wheat,4.982,547.06,57.66,375.13,21.82,31.2,16.36,55.99,14.12,6.04,267.22,15.01,170.41,0.67,0.8287,0.5809,0.9457,0.0564,0.0454,-0.0563,0.2166,0.3048,0.2065,0.4782,1,1.8,0.0,0.0,0.2707,0.1004,5.268,43.59
rice,6.723,645.68,41.17,806.4,23.7,26.73,18.62,29.93,25.65,7.09,271.51,19.01,173.09,0.986,0.786,0.604,0.8767,0.1314,-0.0077,-0.1695,0.0638,0.2181,0.1581,0.3431,2,5.56,0.0,0.0,0.0403,0.0851,3.483,18.78
chickpea,9.716,940.15,63.36,1164.57,23.11,30.36,16.85,45.08,6.26,6.15,230.51,28.54,180.28,0.721,0.6362,0.3576,0.7912,0.0991,0.0984,-0.0961,0.2931,0.3676,0.3115,0.5278,3,4.82,0.0,0.0,0.0983,0.1524,1.686,31.84
cotton,2.068,394.94,26.08,477.01,25.13,31.86,18.06,57.78,14.53,5.91,347.59,17.58,251.92,0.578,0.6242,0.3397,0.7211,0.0659,-0.0145,-0.0852,0.169,0.3116,0.2178,0.4531,2,-1.27,0.0,0.0,0.0844,0.0898,0.731,28.17
soybean,1.724,605.36,34.91,625.61,41.58,50.0,33.41,76.57,14.66,6.79,268.34,25.28,157.2,0.513,0.4649,0.3326,0.6298,0.1468,-0.607,-0.7965,-0.4419,-0.0076,-0.0682,0.0531,5,-1.42,15.0,0.0,0.4833,0.4818,1.269,96.03
soybean,6.481,766.95,3.08,561.72,33.16,39.78,27.82,52.9,17.3,6.68,253.61,30.92,124.27,0.822,0.8026,0.6693,0.9547,0.1344,-0.4423,-0.5799,-0.3907,0.1094,0.0571,0.2815,1,9.94,4.78,0.0,0.0636,0.2487,1.417,40.38
soybean,2.965,962.16,32.7,1043.83,25.77,32.17,17.61,60.56,17.28,7.67,237.04,27.27,117.25,0.695,0.6178,0.4363,0.7558,0.0942,-0.0757,-0.2043,-0.0167,0.2258,0.1596,0.3177,5,-6.89,0.0,0.0,0.1662,0.2601,1.855,53.22
wheat,6.712,649.64,55.2,460.5,26.57,35.56,15.28,75.34,17.79,6.18,224.37,10.77,233.9,0.832,0.7241,0.5815,0.8076,0.1007,-0.0838,-0.251,0.0064,0.5012,0.345,0.5868,5,-9.7,0.56,0.0,0.1115,0.2436,4.726,39.4
soybean,9.601,243.1,6.24,196.33,29.77,35.72,22.92,85.26,7.77,6.51,88.56,29.43,156.47,0.917,0.6103,0.3621,0.7569,0.1093,-0.2123,-0.3302,-0.1054,0.1091,0.0098,0.25,5,-8.23,0.72,0.0,0.1416,0.159,1.734,32.6
cotton,9.26,738.86,95.26,539.12,27.95,36.96,21.51,72.71,1.0,6.81,342.15,21.64,131.73,0.95,0.7554,0.5433,0.894,0.1,0.0866,-0.1101,0.1679,0.3052,0.1647,0.3844,4,3.01,1.96,0.526,0.479,0.1948,0.625,45.2
rice,9.394,546.33,12.3,440.69,21.95,27.66,12.92,77.97,15.17,5.77,233.43,31.31,226.55,0.872,0.8083,0.5561,0.9748,0.1485,-0.1368,-0.2584,0.0382,0.2824,0.1565,0.3882,5,9.26,0.0,0.0,0.0893,0.0814,3.246,25.73
soybean,3.281,567.58,108.26,614.16,36.79,43.43,30.95,55.92,18.96,6.96,185.24,31.27,195.4,1.07,0.6686,0.528,0.7943,0.0782,-0.2804,-0.3321,-0.1499,0.1699,0.0555,0.3185,4,5.24,8.43,1.826,0.3988,0.4145,1.411,84.01
soybean,6.184,1003.07,38.34,713.91,31.51,40.61,24.76,68.02,9.2,6.16,243.09,43.45,195.56,0.662,0.7169,0.421,0.8941,0.1454,-0.1968,-0.3057,-0.0256,0.2826,0.1638,0.3895,2,-2.35,5.61,0.0,0.2539,0.2389,1.327,49.14
chickpea,8.297,521.17,27.87,527.54,21.82,30.6,14.12,67.8,17.2,5.43,228.61,26.22,264.83,0.744,0.7872,0.5895,0.9035,0.063,0.0496,-0.0687,0.1697,0.2777,0.1449,0.3746,5,-1.5,0.0,0.0,0.0627,0.0331,1.266,24.29
wheat,1.326,815.34,78.91,642.69,23.33,28.84,16.34,77.9,8.44,7.54,210.78,26.67,101.58,0.855,0.7725,0.5019,0.9121,0.097,0.0844,0.016,0.2348,0.4054,0.3324,0.536,3,5.53,0.0,0.0,0.1957,0.2022,4.812,38.92
rice,6.548,446.58,23.0,485.14,34.65,38.8,28.26,53.76,14.95,7.18,266.51,14.87,192.6,0.271,0.8166,0.591,0.8995,0.1372,-0.3096,-0.4882,-0.2272,0.2091,0.114,0.3218,3,4.71,3.8,0.0,0.131,0.0935,2.506,33.77
soybean,7.477,1036.88,18.68,676.11,28.83,38.19,22.94,77.58,13.17,6.66,202.68,23.33,250.62,0.816,0.6631,0.4381,0.7651,0.0763,-0.1842,-0.3719,-0.1051,0.1461,0.0275,0.3085,1,1.43,3.19,0.0,0.1131,0.1669,1.208,41.04
chickpea,3.194,1006.12,54.57,1054.62,32.77,43.11,26.9,72.79,18.86,7.2,268.95,20.45,214.81,1.069,0.8058,0.6524,0.8878,0.0979,-0.2692,-0.3656,-0.2007,0.2659,0.1688,0.4032,4,13.56,8.11,0.0,0.5537,0.3746,0.628,79.58
cotton,4.764,150.0,40.93,176.06,32.69,40.63,29.66,80.6,18.43,6.3,277.25,39.51,192.12,1.123,0.6199,0.3842,0.7554,0.0997,-0.2644,-0.4299,-0.1625,0.1838,0.1112,0.3303,1,6.92,5.63,0.0,0.3078,0.218,0.749,55.16
maize,1.562,167.56,4.96,206.04,31.06,37.21,25.19,69.71,20.74,7.72,187.74,37.34,294.1,0.548,0.7885,0.6871,0.9395,0.1371,-0.3861,-0.4901,-0.2614,0.0581,-0.0886,0.1311,2,7.41,2.21,0.0,0.1614,0.2981,3.651,40.3
chickpea,7.178,354.53,26.39,324.66,19.64,26.28,15.01,39.69,4.31,6.61,261.73,29.46,231.69,0.654,0.724,0.4455,0.9092,0.1208,0.1448,0.0879,0.2589,0.3519,0.2198,0.4963,2,6.03,0.0,0.0,0.0173,0.0479,1.076,19.67
soybean,9.031,774.35,51.74,938.08,20.34,24.47,12.49,66.2,16.26,6.72,251.58,18.52,106.47,0.171,0.7461,0.5487,0.8806,0.0753,0.2583,0.1117,0.3352,0.4402,0.334,0.5286,5,1.84,0.0,0.0,0.1014,0.0677,1.447,23.75
chickpea,7.006,905.63,48.69,858.07,22.49,28.46,16.88,63.9,1.0,6.69,258.0,27.01,223.98,0.769,0.7871,0.5183,0.9725,0.1327,0.0589,0.0063,0.1867,0.4004,0.2205,0.4702,4,9.39,0.0,0.0,0.1241,0.2234,1.34,16.79
maize,1.676,659.58,23.26,807.15,26.14,32.08,21.72,61.87,15.74,6.91,243.48,16.46,125.61,0.576,0.6568,0.4804,0.7729,0.0681,-0.0202,-0.1587,0.17,0.347,0.2901,0.4609,3,0.99,0.0,0.0,0.1232,0.0476,4.333,29.06
rice,8.349,764.26,33.01,609.46,31.55,38.58,25.14,64.94,29.11,7.12,169.36,18.24,224.42,0.779,0.663,0.4891,0.7589,0.0598,-0.1866,-0.3031,-0.0315,0.2039,0.0641,0.2948,1,0.25,3.58,0.0,0.2154,0.0849,2.8,47.27
wheat,7.957,406.51,86.45,381.81,28.01,36.17,19.29,72.72,23.6,6.04,217.34,21.84,281.02,0.693,0.7447,0.5951,0.8689,0.1145,-0.0209,-0.1272,0.1282,0.3644,0.2549,0.5426,4,-5.58,1.17,0.0,0.1666,0.2057,5.038,31.87
wheat,9.988,377.61,40.63,394.11,29.56,36.49,21.09,71.16,13.84,7.0,177.78,36.98,254.08,0.859,0.8964,0.6708,1.0,0.0998,-0.2535,-0.4449,-0.1719,0.1824,0.0528,0.3256,1,9.09,1.49,0.0,0.1239,0.2083,4.313,26.34
wheat,9.498,855.94,20.46,974.06,30.0,37.82,23.93,72.54,16.55,6.96,179.73,25.88,130.34,0.246,0.5609,0.4087,0.6442,0.1323,-0.0978,-0.2914,0.0888,0.1188,0.0484,0.2849,3,18.93,2.82,0.0,0.1513,0.2805,3.937,54.0
wheat,2.316,579.37,9.92,452.68,23.81,30.0,18.63,65.52,7.81,5.98,220.05,13.39,220.15,0.393,0.7065,0.6037,0.8106,0.0797,-0.1236,-0.1805,-0.0414,0.2495,0.1487,0.375,1,-0.5,0.0,0.0,0.0801,0.1147,4.721,24.26
chickpea,8.766,150.0,9.78,100.0,27.62,35.47,19.03,87.28,13.88,6.34,291.63,14.97,140.04,0.305,0.6958,0.5039,0.8269,0.0592,-0.1496,-0.2358,-0.0926,0.2795,0.1175,0.4483,5,8.3,0.47,0.0,0.3235,0.2214,1.555,44.52
maize,3.944,487.49,10.24,470.4,24.25,30.96,14.74,64.68,15.53,8.11,251.3,17.92,222.11,0.688,0.7425,0.5025,0.8314,0.116,-0.1212,-0.291,0.0505,0.1907,0.1245,0.2778,4,3.58,0.0,0.0,0.1123,0.1654,4.471,33.9
chickpea,1.38,714.68,16.48,480.36,29.82,34.97,21.93,69.52,16.74,5.32,205.28,16.65,224.89,0.854,0.6019,0.4558,0.7775,0.0531,-0.3358,-0.4263,-0.1614,0.1217,0.0627,0.1875,1,7.27,0.0,0.0,0.2617,0.1044,0.98,64.24
maize,9.642,561.35,26.07,556.16,35.52,44.07,26.21,59.25,14.45,6.1,239.16,29.01,275.01,1.087,0.6929,0.5259,0.7781,0.078,-0.4093,-0.4833,-0.2311,0.1869,0.0401,0.3391,1,5.45,9.07,0.0,0.1664,0.2064,3.111,65.94
chickpea,6.498,740.06,5.48,526.73,22.82,28.46,15.95,64.71,7.94,6.79,273.99,20.97,243.11,0.315,0.7375,0.5448,0.8968,0.1245,-0.0224,-0.0859,0.0458,0.2968,0.1482,0.3629,5,2.02,0.0,0.0,0.052,0.0775,1.284,23.93
wheat,7.967,663.83,7.67,527.82,26.73,33.73,19.04,83.51,1.0,6.44,226.08,14.14,100.94,0.393,0.5309,0.3042,0.6302,0.0751,-0.0824,-0.1961,0.0487,0.2608,0.1715,0.4024,3,2.73,0.0,0.0,0.2334,0.2697,4.732,48.37
cotton,1.109,620.77,36.36,734.93,29.17,36.55,23.45,75.13,27.96,6.72,211.0,26.15,298.55,0.85,0.7949,0.5341,0.9871,0.0471,-0.1629,-0.3359,-0.0606,0.2622,0.1773,0.3229,5,9.66,1.55,0.0,0.1281,0.0981,0.776,19.57
chickpea,3.328,701.44,7.68,781.34,29.59,36.87,24.35,68.56,5.98,6.37,180.77,26.87,155.94,1.016,0.664,0.3853,0.7683,0.125,-0.1658,-0.2355,0.0033,0.0788,0.0233,0.2076,4,-2.92,1.87,0.0,0.1873,0.228,1.127,42.81
cotton,7.458,1257.66,62.22,847.0,20.03,28.42,13.02,68.56,20.3,7.19,292.63,29.55,263.69,0.837,0.7945,0.605,0.9857,0.0949,0.1496,0.0842,0.2973,0.3825,0.3183,0.544,3,-10.0,0.0,0.0,0.1197,0.0267,0.931,22.75
wheat,7.291,437.92,24.8,416.87,35.35,43.28,33.0,66.55,9.46,6.9,103.17,26.28,195.72,0.62,0.6177,0.4427,0.7336,0.0576,-0.2759,-0.3848,-0.2125,0.1966,0.121,0.3533,1,6.92,8.28,0.0,0.1851,0.2293,2.877,70.24
soybean,1.375,660.41,10.14,550.13,33.59,40.8,28.09,90.17,11.21,6.74,121.36,39.05,163.54,0.385,0.5598,0.3566,0.7555,0.084,-0.275,-0.4174,-0.1216,0.1725,0.1085,0.3499,2,5.37,5.8,0.0,0.3432,0.2713,1.465,69.69
wheat,2.062,339.35,77.86,226.82,29.54,37.45,20.05,42.46,21.05,7.84,185.76,24.8,192.86,0.937,0.6632,0.4084,0.8431,0.0787,-0.0361,-0.1892,0.1415,0.2862,0.1582,0.4188,5,1.17,2.45,0.0,0.1273,0.2747,4.698,55.75
cotton,5.446,580.35,34.76,473.32,26.75,34.57,24.11,56.43,12.25,6.88,293.65,26.15,217.93,1.023,0.662,0.535,0.8363,0.0982,-0.1397,-0.2427,0.0208,0.2892,0.1642,0.4377,3,8.67,0.0,0.0,0.1318,0.0378,0.508,27.87
cotton,8.164,491.48,37.91,425.33,31.77,38.91,23.53,61.01,18.93,6.88,327.63,16.32,189.33,1.09,0.6403,0.3489,0.7994,0.0835,-0.3365,-0.4958,-0.2144,0.2204,0.157,0.3133,2,5.48,3.91,0.0,0.1932,0.084,1.051,46.79
rice,9.296,405.86,33.99,378.29,30.23,37.21,23.73,47.07,13.46,6.22,211.04,15.36,125.97,0.726,0.7243,0.5565,0.916,0.1172,-0.1005,-0.208,-0.0076,0.1741,0.0169,0.255,4,-1.01,2.21,0.0,0.146,0.3233,2.882,46.09
wheat,3.116,701.25,9.55,761.02,21.51,26.29,17.16,66.9,8.45,5.59,293.31,34.13,244.86,1.108,0.6934,0.394,0.7964,0.094,-0.0868,-0.1918,0.0382,0.2843,0.2029,0.3779,2,1.85,0.0,0.0,0.0812,0.0455,4.98,23.8
wheat,9.85,764.68,14.35,700.33,28.39,36.51,19.46,70.02,18.85,5.45,174.45,25.76,179.29,0.49,0.7117,0.4124,0.8698,0.0645,-0.1647,-0.3111,-0.0404,0.1287,-0.0313,0.292,5,-0.34,1.51,0.0,0.2832,0.2682,4.501,49.95
rice,1.427,1077.07,47.74,750.14,25.21,32.72,19.65,50.46,3.91,6.95,238.1,29.24,160.13,0.32,0.662,0.4639,0.8414,0.1335,-0.0081,-0.1521,0.1803,0.309,0.1633,0.4603,3,1.88,0.0,0.0,0.1483,0.1397,3.089,25.91
chickpea,4.596,649.94,15.01,806.51,30.09,37.68,21.97,78.89,1.0,7.37,172.42,30.29,206.34,0.743,0.722,0.5021,0.8939,0.1258,-0.1689,-0.3034,0.0283,0.2659,0.1999,0.3359,5,0.38,2.68,0.0,0.2087,0.121,1.546,40.45
maize,7.619,992.68,61.97,659.36,31.44,35.62,22.07,90.33,7.74,6.36,203.78,16.28,173.4,0.517,0.6833,0.4902,0.8731,0.1273,-0.0613,-0.2109,0.1083,0.1617,-0.0004,0.3248,3,2.42,0.62,0.0,0.4294,0.2076,3.769,44.54
chickpea,5.577,394.06,32.32,486.18,23.37,32.25,13.43,42.04,19.56,6.66,302.14,23.21,69.15,0.867,0.6854,0.4745,0.8277,0.062,-0.101,-0.2145,0.0058,0.3037,0.2409,0.3595,4,0.19,0.0,0.0,0.0317,0.0912,1.604,29.63
chickpea,7.766,989.45,30.66,653.56,33.04,40.92,24.78,58.7,7.34,7.05,140.87,24.02,95.94,0.824,0.6378,0.3844,0.7747,0.1445,-0.3785,-0.473,-0.202,0.1594,0.0014,0.2192,1,10.26,5.92,0.0,0.147,0.2798,0.874,59.09
chickpea,7.17,719.21,23.98,758.82,25.69,31.38,18.4,49.13,12.97,6.99,389.94,19.41,65.5,0.721,0.6807,0.5097,0.8726,0.1153,-0.0781,-0.2596,0.0513,0.2989,0.217,0.3503,3,5.24,0.0,0.0,0.0679,0.0293,1.686,23.55
maize,6.467,670.82,18.93,737.9,19.46,26.96,18.7,71.63,9.89,6.96,219.73,23.75,215.94,0.15,0.727,0.4374,0.8425,0.0583,-0.0674,-0.1359,0.1141,0.273,0.1028,0.3251,4,0.99,0.0,0.0,0.094,0.1456,4.171,25.08
wheat,1.905,797.88,60.43,732.31,28.92,37.71,22.84,30.3,21.18,4.89,225.02,21.91,127.61,0.664,0.5937,0.4867,0.6744,0.1179,-0.0558,-0.1497,0.0791,0.1861,0.0298,0.3527,2,12.47,2.71,0.0,0.0735,0.2099,4.324,67.01
soybean,8.12,334.77,21.56,367.56,24.28,30.78,17.15,62.61,20.59,6.12,235.66,21.47,175.19,0.635,0.6852,0.5012,0.8439,0.066,0.0526,-0.029,0.1692,0.1649,0.0722,0.3197,4,-1.89,0.0,0.0,0.0648,0.0,1.287,26.44
cotton,1.881,478.26,5.59,346.62,32.81,42.04,25.46,56.65,17.35,6.32,210.59,11.23,147.27,1.095,0.618,0.5139,0.7772,0.0386,-0.3471,-0.4494,-0.2278,0.1161,-0.0616,0.1914,3,7.34,7.04,0.0,0.1686,0.1975,0.241,70.32
chickpea,7.718,601.03,21.19,668.59,30.95,39.18,23.73,64.59,13.75,6.94,142.4,34.56,144.59,0.543,0.8052,0.5497,0.9924,0.0832,-0.1897,-0.2838,-0.0069,0.2245,0.0816,0.3192,5,2.14,4.18,0.0,0.1065,0.2568,1.553,41.86
rice,9.878,485.85,41.75,343.97,35.45,43.93,29.65,61.8,4.89,6.44,221.03,26.55,120.22,1.05,0.6592,0.3664,0.7769,0.0989,-0.4424,-0.4993,-0.2887,0.0719,-0.0277,0.1571,5,-9.9,8.93,0.0,0.2249,0.2767,1.858,68.82
chickpea,1.034,389.69,16.44,272.37,22.95,32.16,16.79,75.77,9.15,7.49,210.31,26.49,99.1,0.963,0.6719,0.5274,0.755,0.0795,-0.0653,-0.138,0.0793,0.3548,0.1943,0.4947,2,1.44,0.0,0.0,0.1148,0.1152,1.792,37.59
rice,1.658,899.48,20.18,1120.22,33.75,36.09,25.33,46.49,21.31,7.25,275.73,6.3,250.43,1.045,0.6575,0.4362,0.7578,0.1098,-0.4947,-0.5692,-0.4274,0.1846,0.0218,0.2481,5,8.54,1.09,0.0,0.0937,0.1649,3.248,39.83
rice,7.048,550.94,25.47,660.14,21.29,29.87,11.96,60.87,10.57,6.89,236.38,46.12,202.91,0.441,0.8028,0.6801,0.9557,0.091,-0.087,-0.1912,-0.0038,0.3721,0.2664,0.4436,1,4.01,0.0,0.0,0.0761,0.0838,3.058,16.48
wheat,7.909,562.09,38.02,368.4,25.94,33.79,19.0,55.81,16.39,6.43,190.22,35.9,150.08,0.777,0.6962,0.4404,0.7948,0.1473,-0.1802,-0.2442,-0.0385,0.2692,0.1565,0.4304,5,8.7,0.0,0.0,0.0552,0.0117,4.726,21.11
cotton,5.342,942.14,46.28,734.85,23.97,28.92,18.19,62.22,5.19,6.96,226.17,31.07,160.73,0.666,0.6167,0.3724,0.7834,0.1619,-0.0641,-0.2287,0.0287,0.2058,0.1163,0.2588,1,9.96,0.0,0.0,0.0988,0.1551,0.951,31.28
soybean,2.748,459.27,70.01,305.84,23.0,30.83,14.71,59.27,19.13,7.34,290.81,27.8,190.01,0.602,0.8403,0.6727,0.9465,0.0752,-0.0954,-0.2219,0.0722,0.4167,0.2711,0.4812,1,-6.14,0.0,0.0,0.1049,0.1385,1.462,26.17
soybean,6.643,941.13,67.0,1055.73,27.52,33.37,20.53,49.74,21.71,6.34,350.03,14.14,64.98,1.125,0.6853,0.4539,0.8837,0.091,-0.0788,-0.1454,-0.0085,0.3532,0.2476,0.4564,3,12.89,0.0,0.0,0.1456,0.1571,1.264,31.23
cotton,2.362,665.69,49.93,613.4,25.58,31.23,19.65,90.79,17.02,6.89,234.46,28.59,50.0,0.965,0.4892,0.2542,0.6242,0.0743,-0.0637,-0.1379,0.1183,0.3438,0.2697,0.4474,1,4.5,0.0,0.0,0.2324,0.3245,0.969,51.16
maize,8.586,875.85,49.06,737.45,25.9,33.45,20.95,63.62,11.01,7.03,227.55,29.41,238.77,0.55,0.6895,0.4843,0.8119,0.0999,-0.2629,-0.3492,-0.1574,0.2826,0.1623,0.3954,2,2.52,0.0,0.0,0.2084,0.095,4.547,26.23
wheat,1.409,310.88,23.22,260.97,36.6,44.06,30.01,57.79,13.69,7.6,267.88,16.55,224.68,0.15,0.7379,0.5259,0.8396,0.0811,-0.325,-0.3844,-0.1755,0.1006,-0.0382,0.2602,2,9.67,9.06,0.0,0.1788,0.4208,2.814,77.3
maize,5.051,709.87,34.22,552.3,29.87,35.33,22.68,49.65,4.69,6.78,175.53,23.32,145.86,0.656,0.6829,0.4194,0.8185,0.1475,-0.3139,-0.3966,-0.2399,0.1415,-0.0077,0.2749,5,0.36,0.33,0.0,0.0687,0.1587,4.442,31.62
maize,0.906,150.0,16.86,160.25,24.05,34.61,15.4,58.89,11.35,7.85,223.99,34.04,145.5,1.34,0.6291,0.4406,0.7914,0.1361,0.0206,-0.0782,0.0981,0.1963,0.1263,0.3247,3,17.32,0.0,0.0,0.0779,0.098,3.48,39.12
rice,5.238,859.8,41.29,682.78,28.53,36.74,20.0,72.05,15.99,6.99,243.03,35.1,186.56,0.551,0.7074,0.444,0.8777,0.1268,-0.0808,-0.277,0.018,0.2563,0.1936,0.4081,2,6.36,1.74,0.0,0.2934,0.2511,3.258,35.88
chickpea,5.183,843.37,33.72,858.12,25.35,33.51,19.24,60.54,9.68,6.88,226.19,26.27,58.04,0.583,0.6796,0.4282,0.8454,0.0757,-0.0816,-0.2699,0.0991,0.2852,0.1692,0.4477,4,6.49,0.0,0.0,0.1334,0.0177,1.324,21.14
wheat,1.934,707.39,7.71,622.81,29.17,34.37,20.4,77.52,19.15,5.93,116.57,22.67,297.1,0.573,0.8802,0.6596,1.0,0.091,-0.2112,-0.3183,-0.1605,0.2241,0.1382,0.3007,5,3.76,0.0,0.0,0.2065,0.1956,4.479,37.88
cotton,6.249,734.26,17.9,718.36,28.89,37.11,21.17,72.66,11.94,6.68,240.91,30.47,199.07,0.617,0.6236,0.4022,0.7072,0.0243,-0.1467,-0.3197,-0.013,0.0878,-0.0023,0.237,5,2.02,2.11,0.0,0.1255,0.167,0.621,30.55
rice,2.334,1121.66,47.54,760.81,25.26,32.31,15.8,72.5,3.97,5.76,289.48,30.82,66.6,0.753,0.6027,0.5008,0.7235,0.0942,0.0323,-0.0907,0.1018,0.2683,0.1452,0.3372,1,-1.12,0.0,0.0,0.125,0.188,3.146,42.8
cotton,4.458,787.67,47.83,845.21,26.58,31.65,23.14,48.3,19.16,6.87,254.69,26.2,194.14,0.681,0.6407,0.4547,0.7461,0.0694,-0.1966,-0.3554,-0.0319,0.2434,0.1299,0.3641,5,12.2,0.0,0.0,0.083,0.1325,1.018,21.19
wheat,7.496,636.44,22.2,424.56,25.85,35.59,19.83,66.41,15.14,6.96,190.8,24.23,181.9,0.733,0.8835,0.7091,1.0,0.1092,-0.119,-0.2216,-0.0246,0.2783,0.1269,0.3981,1,7.51,0.59,0.0,0.0744,0.1189,5.109,28.04
maize,7.376,1194.25,7.43,1269.06,33.13,39.84,25.69,85.53,16.97,7.13,200.74,21.05,207.2,0.733,0.566,0.4506,0.719,0.0951,-0.4567,-0.6106,-0.3351,0.0946,0.0233,0.2601,4,1.23,4.84,0.0,0.2326,0.2347,3.324,64.32
rice,6.508,383.28,29.47,433.93,23.31,34.21,16.35,77.46,7.83,6.65,278.02,19.54,124.61,0.917,0.7246,0.5608,0.8846,0.0899,0.024,-0.0768,0.1627,0.3015,0.2363,0.4783,5,-1.31,0.0,0.0,0.2198,0.0907,3.602,23.74
soybean,3.405,488.67,8.9,574.7,25.77,36.53,20.43,82.55,10.86,7.69,275.02,21.16,206.81,1.293,0.6324,0.4637,0.7271,0.0691,-0.0868,-0.1421,0.0206,0.2278,0.1626,0.3813,2,6.34,1.53,0.0,0.2238,0.1659,1.282,54.45
rice,1.631,699.17,31.71,853.4,28.18,36.25,21.21,64.05,14.46,5.93,192.69,17.87,118.39,0.691,0.6723,0.5268,0.8233,0.0473,-0.1031,-0.3022,0.0096,0.1173,-0.0335,0.196,3,-6.93,1.25,0.0,0.1678,0.0958,3.752,43.95
wheat,8.267,684.67,10.12,481.7,29.55,37.57,20.0,88.78,22.68,7.7,130.2,20.85,202.02,0.745,0.6397,0.377,0.7366,0.1101,-0.2529,-0.3802,-0.1778,0.2603,0.1564,0.34,3,8.01,2.57,0.0,0.2421,0.1109,4.356,61.04
wheat,2.638,573.97,40.92,374.73,27.53,36.29,21.28,61.78,18.46,6.42,266.91,16.31,230.46,0.792,0.6181,0.4089,0.818,0.1219,-0.1757,-0.3249,-0.1254,0.3873,0.2454,0.5377,1,15.58,1.29,0.0,0.1292,0.1729,4.679,36.91
chickpea,7.068,717.96,16.45,879.44,25.43,35.44,19.53,67.62,12.69,7.12,261.31,24.04,116.94,0.597,0.6914,0.5195,0.857,0.0213,-0.2229,-0.4005,-0.059,0.2268,0.1613,0.3623,5,4.49,0.44,0.0,0.077,0.1892,1.336,35.14
rice,5.296,495.41,13.52,566.39,30.5,35.53,22.68,58.75,4.22,7.97,160.44,26.85,177.29,0.65,0.4495,0.2681,0.641,0.0386,-0.3782,-0.4351,-0.3108,0.2793,0.2083,0.4095,4,8.28,0.53,0.0,0.1577,0.0944,2.912,61.59
cotton,5.206,940.2,29.39,931.42,28.27,38.09,24.4,26.23,18.39,6.93,251.58,23.12,182.83,0.794,0.6809,0.5289,0.7844,0.1209,-0.0561,-0.1254,0.067,0.2147,0.1517,0.3676,1,14.85,3.09,0.0,0.0597,0.1637,0.625,36.47
rice,7.744,616.08,97.08,584.11,32.68,36.13,24.59,57.5,16.95,7.46,260.88,39.99,208.39,0.4,0.568,0.3799,0.7106,0.0593,-0.118,-0.1937,0.0272,0.2763,0.1677,0.3533,3,-7.92,1.13,0.708,0.1642,0.2239,3.207,48.94
soybean,5.669,150.0,25.93,104.06,22.04,28.94,16.34,41.65,20.56,6.83,106.85,20.15,210.86,0.66,0.6662,0.4771,0.8001,0.102,0.1261,0.0064,0.1937,0.3552,0.2874,0.4327,1,10.8,0.0,0.0,0.0324,0.2612,1.526,25.32
wheat,5.515,369.88,9.19,415.62,22.91,33.51,17.53,76.97,18.85,6.18,204.43,15.92,214.65,0.66,0.632,0.4855,0.768,0.1073,-0.0143,-0.1781,0.1795,0.2308,0.104,0.3935,2,2.33,0.0,0.0,0.0628,0.1443,4.178,32.64
rice,5.362,643.15,56.57,704.24,23.31,30.92,18.28,77.55,4.16,5.76,226.29,22.13,234.06,0.323,0.7305,0.587,0.915,0.0788,0.0495,-0.0925,0.2213,0.308,0.2205,0.3627,4,-3.08,0.0,0.0,0.2006,0.241,3.14,33.86
