crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield
cotton,9.719,1377.21,55.58,1120.4,22.57,31.26,14.71,84.35,17.34,6.37,248.36,17.42,217.73,0.561,0.8098,0.6749,0.9118,0.1221,0.0599,-0.0303,0.2052,0.4453,0.2747,0.5124,1,8.9,0.0,0.0,0.1755,0.134,0.813
maize,1.825,504.19,41.91,395.89,20.48,28.92,12.55,46.91,8.67,6.88,245.97,11.62,160.7,0.761,0.6814,0.5019,0.8337,0.02,0.1294,0.0355,0.2733,0.3623,0.2352,0.4646,5,2.19,0.0,0.0,0.0366,0.0275,3.97
soybean,2.709,729.35,26.17,681.68,38.65,42.31,31.56,76.66,24.9,6.94,167.29,33.5,110.39,0.884,0.6091,0.3694,0.717,0.1208,-0.4309,-0.6182,-0.3038,0.0183,-0.1223,0.0901,4,-4.1,7.31,0.0,0.1951,0.1518,1.461
cotton,9.762,650.59,43.21,474.66,26.8,37.59,18.22,55.53,23.74,8.14,242.59,22.47,82.72,0.811,0.7427,0.5352,0.9383,0.1003,-0.1043,-0.1896,-0.03,0.3319,0.1657,0.3982,5,-10.0,2.59,0.0,0.0523,0.2123,0.621
wheat,7.825,660.15,14.69,440.37,22.83,30.43,13.62,70.41,13.77,6.08,235.76,21.15,145.96,0.654,0.7057,0.4911,0.8416,0.127,0.0721,-0.0104,0.2109,0.4038,0.2923,0.4619,2,13.56,0.0,0.0,0.1099,0.1978,4.636
cotton,9.397,475.67,59.64,468.75,30.67,35.87,26.69,48.82,16.43,7.36,242.6,5.0,166.42,0.378,0.7447,0.5536,0.8957,0.1475,-0.2969,-0.3576,-0.2345,0.4073,0.3331,0.4795,3,-6.23,0.87,0.0,0.1423,0.0707,0.402
soybean,8.163,884.86,107.69,792.3,31.38,36.46,28.03,98.0,25.31,7.31,280.75,26.85,114.5,0.579,0.6933,0.5903,0.8238,0.0483,-0.1137,-0.2885,-0.012,0.3122,0.2352,0.4804,3,4.22,1.46,1.769,0.5439,0.3081,1.485
cotton,6.691,462.14,44.37,525.19,27.61,35.08,18.76,49.09,17.28,7.94,179.62,32.29,183.83,0.695,0.5935,0.3629,0.7355,0.1129,-0.0533,-0.1754,0.02,0.3032,0.2511,0.4058,2,2.64,0.08,0.0,0.0482,0.1466,0.984
cotton,3.203,260.84,21.55,170.35,22.88,28.26,17.06,55.44,6.22,7.67,239.16,21.65,159.59,0.443,0.5834,0.3731,0.7412,0.0658,0.0558,-0.104,0.1324,0.2802,0.1951,0.3313,5,7.67,0.0,0.0,0.0716,0.1661,0.294
cotton,3.605,403.16,13.43,434.98,31.71,36.89,25.22,72.45,11.04,5.97,277.26,14.25,132.86,0.5,0.539,0.3364,0.6743,0.1095,-0.0415,-0.1932,0.135,0.187,0.0231,0.2656,4,-1.59,1.89,0.0,0.456,0.1884,0.235
maize,9.499,967.97,25.49,1043.85,23.74,29.95,15.63,75.42,9.44,7.71,261.6,18.55,199.17,0.679,0.6548,0.3656,0.7557,0.1231,0.0549,-0.1403,0.2272,0.1692,0.0723,0.278,5,9.82,0.0,0.0,0.1547,0.1723,4.075
rice,8.676,925.1,55.92,1065.35,23.37,31.38,13.64,70.71,9.46,5.98,248.02,27.82,272.8,0.785,0.806,0.6132,0.9442,0.1228,0.0671,0.0157,0.2644,0.3398,0.2869,0.4628,5,-2.17,0.0,0.0,0.1793,0.038,3.174
cotton,3.915,208.41,40.16,237.26,22.6,28.93,14.33,59.85,20.21,5.7,336.3,22.53,147.34,0.624,0.7997,0.6286,0.9541,0.1026,-0.0398,-0.1121,0.1436,0.3243,0.1753,0.3934,5,0.76,0.0,0.0,0.1027,0.0,0.968
wheat,4.046,829.02,35.15,1022.32,22.53,27.86,13.19,67.73,12.9,6.71,200.94,36.28,161.17,0.759,0.6182,0.4178,0.7122,0.1038,-0.0002,-0.082,0.149,0.2806,0.1609,0.3813,2,-6.56,0.0,0.0,0.1112,0.0908,4.664
cotton,3.328,213.97,27.52,155.57,30.75,40.86,23.02,52.78,15.79,5.24,281.66,12.29,121.33,0.621,0.7889,0.5488,0.9443,0.1072,-0.245,-0.3507,-0.0888,0.2225,0.1216,0.3305,2,-5.87,5.86,0.0,0.0821,0.2549,0.809
maize,3.598,644.01,38.28,548.56,25.06,33.06,19.59,70.45,10.1,6.68,271.9,9.13,176.89,0.958,0.6712,0.516,0.7622,0.1371,-0.032,-0.2191,0.1481,0.2415,0.1344,0.3529,5,-1.85,0.0,0.0,0.2128,0.0018,4.296
rice,8.676,384.29,8.42,470.14,38.41,43.71,29.72,69.23,8.42,5.88,212.59,19.38,202.38,0.738,0.5429,0.2582,0.7037,0.07,-0.5386,-0.6644,-0.4042,0.0022,-0.0796,0.1183,5,4.59,8.71,0.0,0.1833,0.224,1.739
maize,0.6,845.97,23.02,971.43,28.64,36.08,25.51,58.53,11.88,6.92,82.79,22.1,99.99,0.729,0.5334,0.4325,0.6581,0.0928,-0.1337,-0.2108,-0.0154,0.2267,0.048,0.2794,1,5.52,1.08,0.0,0.1319,0.1103,4.347
maize,4.642,772.03,22.0,877.26,28.1,35.39,18.59,71.95,10.62,6.31,130.82,5.0,138.6,0.959,0.7314,0.4946,0.8462,0.1596,-0.0005,-0.1028,0.1448,0.1958,0.0557,0.3306,5,18.29,0.39,0.0,0.2241,0.1423,4.116
soybean,9.457,865.51,22.75,858.16,28.6,35.6,22.56,54.59,13.02,5.48,193.04,28.69,234.23,0.787,0.6513,0.4395,0.7916,0.0763,-0.2295,-0.3145,-0.147,0.331,0.1652,0.4294,2,3.95,0.6,0.0,0.075,0.0907,1.616
soybean,5.655,585.05,49.87,713.73,24.87,31.96,16.23,61.84,12.51,6.87,271.2,29.77,161.15,0.647,0.6994,0.4727,0.8179,0.096,-0.0266,-0.1712,0.1055,0.1713,0.1015,0.2299,4,1.0,0.0,0.0,0.1546,0.2136,1.577
wheat,4.779,607.91,7.7,553.13,31.29,37.98,24.89,58.35,22.93,6.85,276.14,22.09,263.54,0.427,0.6222,0.3253,0.7678,0.0985,-0.3138,-0.5028,-0.1358,0.1556,0.0855,0.3187,1,7.58,2.98,0.0,0.142,0.2118,4.178
soybean,3.468,320.17,22.76,274.24,23.64,31.57,19.55,64.56,17.71,6.07,237.97,30.7,275.02,1.166,0.7412,0.4779,0.8673,0.118,0.041,-0.1194,0.1212,0.2703,0.1467,0.3382,2,9.51,0.0,0.0,0.0294,0.1014,1.101
rice,1.202,423.29,31.21,525.93,25.31,32.27,17.36,38.24,19.99,6.44,270.56,17.26,191.82,0.353,0.6854,0.4978,0.7818,0.0865,0.0093,-0.163,0.103,0.3101,0.1672,0.3627,5,-0.62,0.0,0.0,0.0808,0.0504,3.438
cotton,2.633,858.68,27.13,734.49,31.43,38.85,23.49,75.01,14.51,6.11,222.33,16.09,211.42,0.292,0.7658,0.6348,0.9509,0.039,-0.3056,-0.3972,-0.1322,0.2562,0.1959,0.4301,3,6.78,3.85,0.0,0.3762,0.1811,0.93
maize,1.359,730.8,27.91,871.52,33.61,41.52,28.14,60.13,13.76,6.07,207.66,24.87,180.63,0.36,0.5479,0.3491,0.6831,0.1034,-0.3773,-0.5567,-0.2724,0.1496,0.0069,0.3022,4,1.77,6.52,0.0,0.1927,0.293,3.566
rice,1.704,672.95,7.33,592.78,36.83,43.75,28.26,46.08,12.82,7.84,215.85,23.87,291.51,1.03,0.4913,0.2316,0.6176,0.1161,-0.4431,-0.5216,-0.387,-0.029,-0.1577,0.0561,1,8.59,8.75,0.0,0.135,0.3852,2.142
chickpea,2.053,927.67,37.63,1007.67,25.5,33.99,17.96,71.11,11.91,6.88,194.39,15.12,253.26,1.182,0.6398,0.3774,0.7323,0.1492,-0.2242,-0.3874,-0.1564,0.3052,0.2189,0.4319,4,-2.25,0.0,0.0,0.2532,0.2394,1.52
maize,3.369,363.97,9.53,342.61,29.95,39.63,23.88,44.08,1.0,8.2,244.69,21.24,75.81,0.51,0.7406,0.5698,0.8494,0.0504,-0.2438,-0.3415,-0.046,0.2848,0.1242,0.3752,1,12.06,4.63,0.0,0.0773,0.2314,3.646
soybean,0.605,808.43,12.87,813.11,19.33,25.83,11.44,44.42,22.23,6.52,226.11,13.63,205.53,0.881,0.7964,0.5698,0.9352,0.1027,0.0183,-0.0394,0.1178,0.2773,0.1721,0.4121,5,-4.5,0.0,0.0,0.0158,0.2345,1.644
cotton,9.526,390.59,49.55,465.45,34.59,40.54,27.47,67.27,22.24,6.95,332.77,22.67,234.65,0.936,0.7665,0.5062,0.8887,0.0593,-0.308,-0.4651,-0.185,0.1703,0.0969,0.3157,1,8.58,5.54,0.0,0.1944,0.1905,0.839
maize,1.676,975.13,31.05,1056.34,26.75,31.06,20.55,45.01,17.16,6.45,156.63,18.78,289.54,0.452,0.8198,0.5982,0.9047,0.0819,-0.1656,-0.3154,-0.0403,0.418,0.3021,0.5108,3,16.27,0.0,0.0,0.0788,0.1847,4.115
maize,4.14,769.78,19.6,870.24,30.68,39.1,23.19,70.41,15.02,6.31,289.13,24.82,244.34,1.063,0.7546,0.5105,0.8871,0.0816,-0.175,-0.3708,0.0056,0.063,-0.0776,0.1352,3,-2.51,4.1,0.0,0.186,0.3136,4.075
maize,8.856,862.19,91.56,794.34,30.39,37.11,23.99,71.09,15.89,7.54,229.91,10.65,200.23,0.486,0.7104,0.5851,0.7908,0.067,-0.0535,-0.1782,0.1124,0.3447,0.2271,0.4623,1,2.03,2.11,0.156,0.2688,0.2233,3.597
maize,1.512,495.64,23.11,352.28,29.63,34.36,23.8,55.49,23.24,7.33,133.11,18.13,124.73,1.094,0.6307,0.3411,0.8108,0.0945,-0.2118,-0.3767,-0.0684,0.1263,-0.0223,0.2269,1,-2.98,0.0,0.0,0.0888,0.0,4.379
soybean,5.094,1130.06,12.51,1358.96,24.65,30.61,20.22,96.84,5.58,6.37,198.0,15.89,197.4,0.638,0.8233,0.5746,0.9425,0.0956,-0.0887,-0.224,-0.0195,0.3017,0.1805,0.4228,1,-3.25,0.0,0.0,0.1596,0.0417,1.431
maize,8.525,1089.68,5.71,1347.14,24.19,32.1,16.51,72.05,19.61,7.06,301.34,20.05,159.59,0.639,0.6588,0.4049,0.7853,0.1127,-0.1306,-0.2765,-0.0107,0.2733,0.1905,0.3315,2,20.02,0.0,0.0,0.1097,0.1235,3.791
cotton,5.791,744.68,55.62,611.6,31.62,40.22,25.87,80.05,14.37,5.62,205.01,14.59,178.68,0.223,0.7449,0.5299,0.8883,0.1716,-0.1633,-0.3211,-0.0101,0.2663,0.1328,0.4119,3,4.11,5.22,0.0,0.3721,0.3995,0.654
wheat,2.498,908.56,46.87,1066.73,25.19,33.33,17.27,60.89,14.25,6.37,76.62,30.24,171.64,0.771,0.7584,0.5184,0.8482,0.0475,-0.0966,-0.1533,-0.0085,0.3259,0.266,0.3888,3,9.93,0.0,0.0,0.1126,0.1442,4.834
maize,7.487,583.58,29.41,574.91,24.36,31.29,17.24,44.19,6.98,7.09,335.98,7.72,176.6,1.024,0.7465,0.4613,0.8338,0.0851,-0.0544,-0.1377,0.1156,0.397,0.2355,0.5697,2,-2.39,0.0,0.0,0.046,0.0459,4.608
soybean,6.973,370.93,16.51,321.24,27.01,35.5,19.77,83.96,19.58,7.53,291.03,5.0,114.95,0.521,0.7109,0.5025,0.8643,0.0829,-0.0333,-0.0913,0.1318,0.1444,0.0747,0.323,3,9.62,0.5,0.0,0.1946,0.1957,1.757
rice,3.941,825.07,41.69,549.08,26.89,34.14,18.0,64.87,1.0,7.78,161.67,26.95,133.09,0.707,0.6235,0.476,0.8006,0.1263,-0.0562,-0.2365,0.0025,0.2525,0.1396,0.3786,5,2.38,0.0,0.0,0.1724,0.2458,3.345
rice,0.94,447.75,45.42,506.13,25.6,33.05,18.66,50.96,14.16,5.95,142.33,20.88,194.14,0.334,0.622,0.4146,0.8051,0.0487,-0.0828,-0.2633,0.0771,0.1861,0.1199,0.2454,3,4.49,0.0,0.0,0.0884,0.0764,3.218
chickpea,0.575,938.25,1.9,1163.53,26.85,32.3,20.97,70.48,13.18,6.8,190.54,42.06,136.36,0.677,0.7886,0.5616,0.9195,0.1089,-0.0769,-0.1618,0.0906,0.1863,0.113,0.2684,4,10.01,0.0,0.0,0.0949,0.0861,0.959
wheat,8.341,880.53,12.34,682.1,28.73,37.93,21.45,75.16,24.33,7.11,274.58,15.97,187.04,0.86,0.7343,0.5949,0.8947,0.0645,-0.1915,-0.3678,-0.0289,0.1956,0.1342,0.2904,4,-4.7,2.93,0.0,0.1678,0.1886,4.62
wheat,3.555,701.75,50.08,459.09,22.96,31.35,14.85,93.97,18.08,6.41,308.56,38.05,275.79,0.89,0.7817,0.5459,0.8763,0.1128,-0.0028,-0.0856,0.1565,0.3058,0.1442,0.4638,4,-8.78,0.0,0.0,0.2787,0.0667,4.407
rice,1.809,689.45,9.63,583.24,22.26,28.55,13.92,46.71,14.46,6.53,128.2,29.18,147.61,0.72,0.7995,0.5562,0.9941,0.0988,-0.0989,-0.1596,0.055,0.2115,0.0754,0.3397,2,-0.3,0.0,0.0,0.0332,0.1605,3.354
chickpea,5.426,867.64,22.29,1039.15,30.06,39.31,23.83,61.48,1.96,5.79,266.13,15.54,288.11,0.888,0.6683,0.4739,0.7846,0.0941,-0.2312,-0.3758,-0.1393,0.187,0.12,0.2773,3,10.42,4.31,0.0,0.0756,0.088,1.481
chickpea,9.248,710.4,27.59,831.5,29.34,33.85,17.4,87.6,7.54,6.2,206.43,30.82,127.62,0.601,0.7558,0.5688,0.847,0.0602,-0.1984,-0.3734,-0.0622,0.36,0.1931,0.4701,1,3.73,0.0,0.0,0.3311,0.1762,1.582
soybean,0.581,561.02,15.78,512.27,25.97,31.43,21.08,59.29,17.78,6.2,309.93,12.85,123.38,0.277,0.7259,0.6069,0.8859,0.1206,-0.0819,-0.18,0.0758,0.1198,0.0251,0.2292,5,6.69,0.0,0.0,0.0632,0.125,1.63
wheat,1.033,316.81,31.97,361.24,24.98,29.59,18.56,98.0,15.05,6.58,376.06,15.63,249.72,0.905,0.7652,0.6591,0.9138,0.0705,0.0882,0.0092,0.2501,0.1988,0.1161,0.2746,2,9.71,0.0,0.0,0.2535,0.1965,4.525
cotton,4.462,860.96,15.9,710.85,31.09,37.32,24.17,58.38,17.17,6.16,163.12,8.57,287.32,0.818,0.6431,0.5253,0.826,0.0726,-0.3037,-0.4132,-0.2009,0.0535,-0.0779,0.1086,1,-4.72,2.32,0.0,0.1279,0.0594,0.979
soybean,6.922,730.62,12.41,727.04,22.2,27.78,13.71,38.13,13.28,6.88,327.36,11.05,205.07,0.868,0.7024,0.431,0.8922,0.1028,-0.064,-0.1643,0.0851,0.1517,0.0047,0.2749,4,2.64,0.0,0.0,0.0425,0.1213,1.605
chickpea,5.023,1256.25,9.05,1322.78,22.39,31.33,14.2,43.31,5.98,5.73,242.97,21.7,246.37,0.636,0.7066,0.4962,0.902,0.1445,0.0211,-0.0741,0.1075,0.1504,0.0185,0.2878,5,3.81,0.0,0.0,0.0452,0.1572,1.241
wheat,9.027,628.9,8.93,451.24,24.05,31.34,13.54,92.79,16.31,6.42,339.74,19.55,131.54,0.759,0.6505,0.4062,0.7731,0.0616,-0.0549,-0.1399,0.0319,0.2266,0.1285,0.3376,1,3.24,0.0,0.0,0.1935,0.1878,4.611
chickpea,0.919,716.45,55.12,532.7,16.49,22.97,7.6,72.35,19.09,6.02,280.99,33.99,128.46,0.802,0.7854,0.6119,0.9185,0.0784,0.1459,0.004,0.261,0.4556,0.3929,0.5778,4,1.94,0.0,0.0,0.1196,0.163,1.799
wheat,3.731,721.61,43.66,505.14,36.43,44.32,29.39,82.58,13.99,7.72,259.89,29.06,135.52,1.002,0.6243,0.3732,0.8,0.1046,-0.3705,-0.4231,-0.1834,0.152,-0.0174,0.3169,2,-1.08,9.32,0.0,0.4972,0.4339,3.385
rice,3.838,793.17,30.73,989.5,21.63,30.24,12.31,61.16,17.33,6.03,146.46,11.46,135.58,1.253,0.8118,0.5486,0.99,0.107,0.0157,-0.0759,0.1539,0.4698,0.3385,0.5452,5,2.12,0.0,0.0,0.0609,0.0,3.297
maize,3.731,437.29,27.23,386.27,32.09,41.73,25.17,52.26,13.78,5.83,249.02,31.28,218.87,0.513,0.7424,0.5799,0.9337,0.0994,-0.2499,-0.4238,-0.0683,0.1316,0.073,0.2864,3,1.88,6.73,0.0,0.0941,0.2097,3.159
soybean,5.133,633.01,90.63,531.52,28.79,35.67,23.97,59.16,17.19,6.03,320.79,27.45,179.42,0.84,0.687,0.4403,0.8286,0.0755,-0.1194,-0.2631,0.0067,0.3041,0.2142,0.4261,3,3.97,0.67,0.063,0.2461,0.22,1.633
maize,8.01,832.09,50.8,713.32,29.2,36.23,18.86,34.31,11.37,6.33,212.75,8.07,217.91,0.576,0.8392,0.6054,0.9304,0.0398,-0.115,-0.2825,-0.0059,0.2047,0.1513,0.3571,3,14.25,1.23,0.0,0.077,0.1061,4.408
maize,3.52,576.79,65.58,709.93,34.98,39.98,27.96,33.56,10.97,6.83,166.12,32.51,185.86,0.201,0.5352,0.3577,0.6411,0.1053,-0.3079,-0.4375,-0.1999,0.2609,0.1331,0.4083,5,21.69,4.98,0.0,0.2358,0.0,2.88
cotton,7.573,823.84,28.52,548.05,29.55,36.97,24.46,82.88,19.84,6.32,248.13,14.85,227.13,1.0,0.7264,0.6018,0.8623,0.0839,-0.2042,-0.3029,-0.0608,0.2223,0.1585,0.3502,2,8.83,1.97,0.0,0.176,0.2297,0.499
chickpea,1.891,671.28,15.42,809.9,27.26,34.82,16.44,57.73,5.37,7.94,285.5,32.33,207.93,0.245,0.5876,0.475,0.7209,0.1343,-0.0913,-0.2504,0.0851,0.2401,0.1705,0.3642,5,4.66,0.0,0.0,0.1163,0.127,1.277
maize,5.827,738.41,11.95,734.25,34.19,40.12,26.02,56.32,9.8,7.09,314.1,39.58,199.32,0.638,0.5001,0.2707,0.6387,0.0739,-0.3407,-0.4176,-0.2071,0.1006,0.0387,0.1563,4,2.39,5.12,0.0,0.3038,0.3518,3.458
rice,4.063,903.25,13.56,878.8,17.83,24.97,9.55,52.97,11.26,7.51,338.74,44.17,144.99,0.725,0.7812,0.6514,0.8838,0.1173,0.1021,0.0266,0.2689,0.2853,0.1316,0.4313,3,8.5,0.0,0.0,0.0367,0.1402,3.005
rice,5.623,599.98,17.04,514.62,33.25,39.82,29.16,86.01,4.63,7.51,159.23,17.99,201.03,0.41,0.6768,0.4858,0.8454,0.093,-0.1749,-0.3478,-0.0382,0.2229,0.1283,0.3385,5,10.21,4.82,0.0,0.2505,0.0784,2.68
rice,1.524,330.59,27.76,220.59,27.94,35.7,18.06,52.24,19.77,5.81,258.27,26.21,59.23,0.717,0.7076,0.4589,0.8269,0.113,-0.0359,-0.0968,0.05,0.2608,0.1223,0.4227,1,7.68,0.7,0.0,0.0936,0.1655,3.157
cotton,9.558,591.41,31.21,685.0,27.13,33.74,22.95,78.11,23.02,6.56,249.09,34.82,50.0,0.926,0.7112,0.609,0.8266,0.1432,-0.0705,-0.2642,0.0961,0.1823,0.0796,0.3384,3,7.5,0.0,0.0,0.1529,0.2319,0.486
wheat,9.109,468.38,22.44,452.42,26.4,33.85,15.93,55.94,16.72,6.18,269.92,30.41,173.39,0.534,0.8926,0.6815,1.0,0.1034,-0.0907,-0.2109,-0.0353,0.2629,0.0875,0.4423,1,11.89,0.0,0.0,0.0542,0.1354,4.365
wheat,8.351,182.34,20.19,119.08,29.1,35.06,23.39,85.07,8.53,6.57,194.32,23.02,191.67,0.917,0.6642,0.4117,0.8389,0.0684,-0.1634,-0.323,-0.1089,0.1079,-0.0304,0.2713,5,0.03,0.06,0.0,0.3672,0.2561,4.172
rice,8.981,626.53,10.09,671.72,25.27,33.84,20.72,76.58,10.45,6.28,234.62,24.69,121.53,0.944,0.7501,0.6285,0.8805,0.0654,-0.1214,-0.2415,-0.0193,0.3194,0.2456,0.4451,1,-0.69,0.0,0.0,0.3285,0.147,3.266
soybean,1.894,693.79,92.58,627.11,23.17,31.18,13.12,48.19,15.81,7.67,167.45,42.68,213.16,1.252,0.6106,0.4067,0.8004,0.1092,0.1487,-0.0024,0.2244,0.477,0.3982,0.638,5,18.1,0.0,0.258,0.0953,0.1268,1.835
soybean,5.285,874.57,8.0,775.34,27.84,37.03,24.68,60.32,12.36,7.89,299.35,29.22,178.9,1.03,0.6991,0.4366,0.8734,0.0953,-0.1124,-0.2782,0.049,0.0699,-0.1091,0.1818,3,-8.52,2.03,0.0,0.0609,0.1312,1.421
soybean,3.52,399.35,75.34,274.3,30.69,37.94,22.65,51.79,18.93,6.11,109.1,32.14,174.63,0.625,0.7972,0.5102,0.9825,0.1042,-0.0513,-0.1509,0.133,0.2199,0.1496,0.2742,3,6.23,2.94,0.0,0.0885,0.043,1.577
cotton,8.93,669.48,22.73,705.36,26.94,33.84,21.28,66.06,11.75,7.21,221.33,16.79,138.79,0.695,0.6697,0.5418,0.8058,0.1225,-0.1457,-0.2753,-0.0722,0.2698,0.1629,0.3698,2,5.48,0.0,0.0,0.1287,0.0,0.975
cotton,2.3,898.18,21.99,933.08,29.67,33.87,19.56,68.5,19.49,6.48,223.01,32.08,182.18,0.614,0.622,0.4658,0.7922,0.0933,-0.1393,-0.2966,-0.0133,0.1778,0.1022,0.3218,4,4.22,0.0,0.0,0.2636,0.1569,1.0
cotton,2.589,523.58,15.96,644.64,30.74,39.48,24.67,71.3,14.39,6.81,187.65,35.15,213.78,0.521,0.5618,0.2981,0.7401,0.108,-0.2611,-0.4344,-0.154,0.064,-0.0207,0.1182,2,9.85,4.48,0.0,0.2149,0.1555,0.202
rice,7.024,767.97,42.17,548.96,30.49,37.66,22.99,73.89,12.19,6.76,222.09,33.4,132.34,0.423,0.5884,0.4348,0.7102,0.0466,-0.1791,-0.3205,0.0207,0.1828,0.1218,0.3009,1,7.14,2.66,0.0,0.4014,0.2581,3.262
cotton,1.345,1001.5,12.88,1219.03,30.07,36.61,26.63,58.78,26.96,6.96,156.88,8.67,152.11,1.2,0.6004,0.3942,0.7007,0.0468,-0.277,-0.3952,-0.1538,0.3035,0.1347,0.4216,3,9.47,1.61,0.0,0.1539,0.1279,0.321
soybean,7.457,240.27,28.65,225.11,30.29,38.94,22.94,55.4,12.88,6.53,344.96,21.54,220.87,0.441,0.7195,0.5118,0.8026,0.1503,-0.1576,-0.3466,-0.0747,0.245,0.1657,0.3182,5,6.76,3.94,0.0,0.137,0.2299,1.643
chickpea,3.047,709.98,38.86,484.36,28.81,37.34,18.87,67.34,4.59,6.86,278.41,22.31,199.63,0.779,0.6238,0.3875,0.7589,0.0635,-0.2606,-0.402,-0.1969,0.2436,0.1887,0.3674,3,-1.35,2.34,0.0,0.2056,0.1255,1.243
maize,6.779,905.84,3.9,999.37,17.91,24.16,6.79,57.81,10.35,6.46,147.28,19.99,188.93,0.638,0.7661,0.6339,0.8478,0.07,0.0522,-0.0047,0.1327,0.2422,0.1776,0.3681,1,2.17,0.0,0.0,0.0213,0.1987,4.064
chickpea,8.794,572.84,17.87,514.4,24.26,31.95,14.29,54.45,11.42,7.3,280.88,16.28,104.73,0.6,0.6038,0.4498,0.7722,0.1176,0.0345,-0.0263,0.2027,0.2486,0.0748,0.346,5,9.04,0.0,0.0,0.0603,0.0075,1.396
soybean,6.291,955.09,95.9,672.42,26.28,33.38,15.65,83.25,6.07,6.08,341.4,13.61,199.48,1.072,0.9109,0.6429,1.0,0.0853,0.1212,0.0484,0.2485,0.468,0.2889,0.5626,4,6.81,0.0,0.59,0.2589,0.0962,1.53
rice,2.52,789.53,16.75,573.18,31.2,40.49,23.78,79.58,14.33,6.73,214.9,26.66,240.34,0.94,0.743,0.464,0.843,0.0832,-0.2842,-0.4036,-0.1179,0.1317,-0.0019,0.2173,5,-1.33,5.49,0.0,0.1958,0.2317,2.741
cotton,0.967,1039.26,14.08,1276.22,25.33,30.32,18.46,70.84,9.63,8.02,214.77,19.95,174.88,0.628,0.6453,0.4767,0.8184,0.1019,-0.0981,-0.2839,0.0932,0.3013,0.171,0.4304,3,4.89,0.0,0.0,0.1644,0.0695,0.939
rice,0.924,778.14,19.53,811.19,31.91,41.56,25.86,72.58,7.52,8.2,275.24,10.32,214.8,0.683,0.6175,0.4448,0.7921,0.0832,-0.3792,-0.4597,-0.2122,0.2654,0.114,0.439,1,-5.78,6.56,0.0,0.2175,0.1464,2.94
rice,1.344,1057.56,109.86,1292.0,33.95,43.06,29.19,59.63,15.97,6.45,301.59,39.96,256.71,0.807,0.7675,0.4899,0.9327,0.0715,-0.1243,-0.3155,0.0252,0.3637,0.2893,0.4717,3,7.99,8.06,1.986,0.1302,0.2359,2.526
soybean,6.008,716.0,76.13,798.82,37.39,43.62,29.23,61.49,24.78,5.87,284.99,32.17,197.62,0.377,0.6583,0.3854,0.7603,0.0432,-0.3855,-0.5816,-0.2523,0.0968,-0.0544,0.2126,2,4.8,8.62,0.0,0.1821,0.3207,1.022
rice,3.808,349.08,26.05,358.04,30.35,36.32,22.28,61.61,21.55,5.95,267.92,19.91,136.31,0.691,0.7575,0.569,0.8532,0.071,-0.1201,-0.2134,-0.0483,0.1052,0.0467,0.2029,1,9.1,1.32,0.0,0.1131,0.0666,2.965
wheat,2.81,511.18,54.27,368.68,24.51,32.31,16.94,45.78,12.26,7.29,238.82,6.91,119.74,0.795,0.6489,0.367,0.7592,0.0794,-0.0055,-0.1359,0.0813,0.19,0.0257,0.2951,5,0.55,0.0,0.0,0.0632,0.0765,4.59
wheat,2.583,874.04,25.77,804.24,29.26,33.61,20.6,63.51,15.85,6.63,262.04,26.92,188.16,0.957,0.7753,0.4794,0.8622,0.0636,-0.1975,-0.3041,-0.1455,0.2143,0.1388,0.3794,5,10.72,0.0,0.0,0.158,0.1449,5.152
cotton,9.512,869.71,28.79,690.87,31.24,38.71,26.49,71.85,12.43,7.21,357.87,35.37,50.0,0.615,0.8014,0.6455,0.9112,0.1103,-0.3108,-0.3678,-0.252,0.2436,0.1134,0.3003,4,-3.95,3.71,0.0,0.2184,0.286,1.018
maize,1.629,581.67,36.11,433.89,20.75,28.11,14.08,72.73,11.4,6.69,139.32,21.09,183.34,0.8,0.7213,0.5821,0.8089,0.0715,0.0764,0.0026,0.177,0.4685,0.3157,0.5605,5,5.69,0.0,0.0,0.1593,0.0931,3.906
maize,3.396,1046.95,46.1,990.72,32.88,40.92,23.9,37.3,15.51,6.86,281.21,38.89,184.39,0.857,0.6907,0.4147,0.8764,0.0945,-0.3045,-0.4541,-0.1334,0.1825,0.0506,0.3579,5,-0.02,5.92,0.0,0.1548,0.4143,3.378
rice,4.979,572.13,19.45,479.44,25.22,30.92,20.95,77.71,13.73,7.5,103.44,11.08,149.54,1.175,0.676,0.5352,0.7935,0.0623,0.0141,-0.158,0.1138,0.3888,0.2535,0.4466,1,1.5,0.0,0.0,0.1753,0.1436,3.64
chickpea,0.504,751.63,13.51,918.47,28.42,40.27,22.78,68.85,18.32,6.73,210.1,40.28,72.91,0.919,0.659,0.5183,0.8349,0.0425,-0.1303,-0.237,0.037,0.2599,0.1856,0.4191,1,6.6,5.27,0.0,0.2824,0.388,1.032
soybean,9.249,745.54,37.82,497.6,22.88,30.25,14.11,43.74,14.16,6.11,225.14,21.23,210.17,0.562,0.8635,0.6038,1.0,0.0944,-0.0744,-0.1836,0.0024,0.3441,0.23,0.4436,5,10.64,0.0,0.0,0.0215,0.0709,1.452
